experiment_id,run_id,fit_id,config_id,config_hash,family,capacity_tier,capacity_tier_score,regularization_tier,regularization_flexibility_score,hyperparameters_json,rho_train,seed,row_id,status,failure_type,failure_message,environment_type,rho_environment,evaluation_seconds,accuracy,balanced_accuracy,roc_auc,brier_score,log_loss,iid_accuracy,average_ood_accuracy,worst_ood_accuracy,ood_gap,environment_delta,capacity_proxy_name,learned_capacity_primary,empirical_capacity_index,structural_parameter_count,effective_degrees_of_freedom,kernel_effective_rank,support_vector_fraction,tree_total_leaves,tree_mean_depth,boosting_total_leaves,boosting_iterations,mlp_parameter_count,optimization_iterations,converged,fit_seconds,warning_count
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,954e9b1966e2a266b6c3641f13cc409e7c85bdf8e3b1d18114fd464cec52a32b,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,weak,1.0,"{""C"":10.0,""cache_size"":1000,""calibration_cv"":3,""gamma"":""scale""}",0.0,0,0c982f2f3c3c761b0ee3e7c9a6cec2a656aba44522a5196e893f375c86612d66,success,,,iid_test,0.0,0.6613586999592371,0.9136666666666666,0.9137049607240436,0.9747227736509564,0.0630091246185068,0.2053133259177806,0.9136666666666666,0.9025,0.8953333333333333,0.0111666666666665,0.0,kernel_effective_rank,11.078462671753918,0.5666666666666667,6570.0,,11.078462671753918,0.219,,,,,,,1.0,0.8038417000207119,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,954e9b1966e2a266b6c3641f13cc409e7c85bdf8e3b1d18114fd464cec52a32b,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,weak,1.0,"{""C"":10.0,""cache_size"":1000,""calibration_cv"":3,""gamma"":""scale""}",0.0,0,34a815997270042e334221c747a509703cbb135105be46ce16144d5bdbeb331b,success,,,ood,0.3,0.618514799978584,0.8953333333333333,0.8952470549738221,0.9685343693091282,0.0717124083701003,0.2284559766620598,0.9136666666666666,0.9025,0.8953333333333333,0.0111666666666665,0.0183333333333333,kernel_effective_rank,11.078462671753918,0.5666666666666667,6570.0,,11.078462671753918,0.219,,,,,,,1.0,0.8038417000207119,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,954e9b1966e2a266b6c3641f13cc409e7c85bdf8e3b1d18114fd464cec52a32b,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,weak,1.0,"{""C"":10.0,""cache_size"":1000,""calibration_cv"":3,""gamma"":""scale""}",0.0,0,3f246b6914105067b77935defaf8a6703352b6b4760f415c72153573ce79beda,success,,,ood,-0.3,0.4767836999963037,0.9096666666666666,0.9096642530553866,0.9733479000426246,0.0650656739480251,0.2103910722169762,0.9136666666666666,0.9025,0.8953333333333333,0.0111666666666665,0.004,kernel_effective_rank,11.078462671753918,0.5666666666666667,6570.0,,11.078462671753918,0.219,,,,,,,1.0,0.8038417000207119,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,954e9b1966e2a266b6c3641f13cc409e7c85bdf8e3b1d18114fd464cec52a32b,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,weak,1.0,"{""C"":10.0,""cache_size"":1000,""calibration_cv"":3,""gamma"":""scale""}",0.0,0,b24de98902d998ded15eb79cb55d2fce712983affeefa92b91818da0895c1901,success,,,ood,-0.6,0.5178573000011966,0.904,0.9038686330082784,0.9710617568618244,0.0680893488337245,0.2195247276959036,0.9136666666666666,0.9025,0.8953333333333333,0.0111666666666665,0.0096666666666666,kernel_effective_rank,11.078462671753918,0.5666666666666667,6570.0,,11.078462671753918,0.219,,,,,,,1.0,0.8038417000207119,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,954e9b1966e2a266b6c3641f13cc409e7c85bdf8e3b1d18114fd464cec52a32b,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,weak,1.0,"{""C"":10.0,""cache_size"":1000,""calibration_cv"":3,""gamma"":""scale""}",0.0,0,15996b8df8d5168496af3abeaab2668de584848945334fa8f16085b47997e2d7,success,,,ood,-0.9,0.5370924000162631,0.901,0.9010324887664724,0.9711395695785224,0.0687876317299001,0.2196301401242805,0.9136666666666666,0.9025,0.8953333333333333,0.0111666666666665,0.0126666666666666,kernel_effective_rank,11.078462671753918,0.5666666666666667,6570.0,,11.078462671753918,0.219,,,,,,,1.0,0.8038417000207119,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,6609457c1ad3ebe9100e2d40bc97a1c64b9e9009a1c6f0dcdb0af4262a316f4d,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.0,0,d3822c26e9e10f0d8af365222ebcf5db0ade5869e27df76cffccb7d9f91d7ede,success,,,iid_test,0.0,1.113117700035218,0.9153333333333332,0.9154286202185792,0.9652373100239072,0.0676585594871606,0.2350228455243472,0.9153333333333332,0.9025833333333332,0.897,0.01275,0.0,kernel_effective_rank,174.45312428641725,0.9,13770.0,,174.45312428641725,0.459,,,,,,,1.0,1.6515401999931782,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,6609457c1ad3ebe9100e2d40bc97a1c64b9e9009a1c6f0dcdb0af4262a316f4d,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.0,0,f1514c1127db631e9fd9aa076163441bd273fbe6be2b08d3cfcdaf4727ec7a87,success,,,ood,0.3,1.011506200011354,0.897,0.8969205269747325,0.9597281897336672,0.0759507169352268,0.2567712941677092,0.9153333333333332,0.9025833333333332,0.897,0.01275,0.0183333333333333,kernel_effective_rank,174.45312428641725,0.9,13770.0,,174.45312428641725,0.459,,,,,,,1.0,1.6515401999931782,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,6609457c1ad3ebe9100e2d40bc97a1c64b9e9009a1c6f0dcdb0af4262a316f4d,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.0,0,772a07162defbef9181703154f10b4531d1d34fa67f0f96ec45977b1cc1ce0f6,success,,,ood,-0.3,1.1095595000078902,0.9093333333333332,0.9093284572192548,0.9636024870670822,0.0705958487577071,0.2427620656424578,0.9153333333333332,0.9025833333333332,0.897,0.01275,0.006,kernel_effective_rank,174.45312428641725,0.9,13770.0,,174.45312428641725,0.459,,,,,,,1.0,1.6515401999931782,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,6609457c1ad3ebe9100e2d40bc97a1c64b9e9009a1c6f0dcdb0af4262a316f4d,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.0,0,e468c8caeebb52f5bf2a6dba5382d6499900955b173b68439303566d5db9fed3,success,,,ood,-0.6,1.026024700026028,0.9043333333333332,0.9041368432851355,0.962160111305041,0.0720925165039037,0.2471068754049685,0.9153333333333332,0.9025833333333332,0.897,0.01275,0.011,kernel_effective_rank,174.45312428641725,0.9,13770.0,,174.45312428641725,0.459,,,,,,,1.0,1.6515401999931782,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,6609457c1ad3ebe9100e2d40bc97a1c64b9e9009a1c6f0dcdb0af4262a316f4d,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.0,0,0b3132198c934939b3351b638fc5d8588f66216791bd23829ccea89dda13f987,success,,,ood,-0.9,1.0744540999876335,0.8996666666666666,0.8997282082012308,0.9630676109883192,0.0733828121416126,0.2469313902531102,0.9153333333333332,0.9025833333333332,0.897,0.01275,0.0156666666666667,kernel_effective_rank,174.45312428641725,0.9,13770.0,,174.45312428641725,0.459,,,,,,,1.0,1.6515401999931782,0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-complete-fef9a5cb6b20,e4d35367e5ec1c97b9c061bd6e212092cf33e0324e69a10f92e671d55e802cfc,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,weak,1.0,"{""max_depth"":4,""max_features"":""sqrt"",""min_samples_leaf"":1,""n_estimators"":200,""n_jobs"":-1}",0.0,0,648996709d13c3765fd4cb8f3d040e078fe1f33d23a582c1cb8d5217f88d9815,success,,,iid_test,0.0,0.1385140999918803,0.8953333333333333,0.8955131489071038,0.9627412056010928,0.1011275576443238,0.3483697927234749,0.8953333333333333,0.8871666666666667,0.881,0.0081666666666666,0.0,tree_total_leaves,3126.0,0.1,6052.0,,,,3126.0,4.0,,,,,1.0,0.4372906999778934,0
