experiment_id,run_id,fit_id,config_id,config_hash,family,capacity_tier,capacity_tier_score,regularization_tier,regularization_flexibility_score,hyperparameters_json,rho_train,seed,status,failure_type,failure_message,fit_seconds,warning_count,warning_messages,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,validation_brier_score,validation_log_loss,capacity_proxy_name,learned_capacity_primary,structural_parameter_count,effective_degrees_of_freedom,kernel_effective_rank,support_vector_fraction,tree_total_leaves,tree_mean_depth,boosting_total_leaves,boosting_iterations,mlp_parameter_count,optimization_iterations,converged,fitted_kernel_gamma,empirical_capacity_index
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,9421d4bb569b5752652554b900d14310f1f833fe3e4f32d2a1c2f186a6ebc4f8,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,strong,0.0,"{""C"":0.3,""cache_size"":1000,""calibration_cv"":3,""gamma"":1.0}",0.9,0,success,,,0.055666100000962615,0,,1.0,1.0,1.0,0.0041387800990982685,0.018846472230819367,kernel_effective_rank,131.74116058700494,2316.0,,131.74116058700494,0.5514285714285714,,,,,,,1.0,1.0,1.0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,63d3be9a0e1c7de5250f70175f88c5d788c6aaf62b70c69e711f1a35a3695b8c,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,weak,1.0,"{""max_depth"":4,""max_features"":""sqrt"",""min_samples_leaf"":1,""n_estimators"":200,""n_jobs"":-1}",0.9,0,success,,,0.5385404999833554,0,,0.9914285714285714,0.9920212765957447,0.9997701602311531,0.008284260621844857,0.054330504211415435,tree_total_leaves,2196.0,4192.0,,,,2196.0,4.0,,,,,1.0,,0.3333333333333333
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,fe434513f0dcbafafc8021a2da4e45efad1385a5fb26e7fe4040e93d5d00b456,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,strong,0.0,"{""max_depth"":10,""max_features"":""sqrt"",""min_samples_leaf"":10,""n_estimators"":250,""n_jobs"":-1}",0.9,0,success,,,0.596093500033021,0,,0.9914285714285714,0.9920212765957447,0.9996388232203836,0.009116006328992286,0.05518997545629854,tree_total_leaves,2625.0,5000.0,,,,2625.0,4.352,,,,,1.0,,0.6666666666666666
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,da0a73f9c9ea19aacb56e17e428a971785241425ed51ce04c42968427934c466,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,medium,0.5,"{""max_depth"":null,""max_features"":""sqrt"",""min_samples_leaf"":2,""n_estimators"":300,""n_jobs"":-1}",0.9,0,success,,,0.7130899999756366,0,,0.9914285714285714,0.9920212765957447,0.9997373259784607,0.007289287614773422,0.035964161943204856,tree_total_leaves,4750.0,9200.0,,,,4750.0,5.8933333333333335,,,,,1.0,,1.0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,192827def4c056a6f63749c6f83917a1dad5f49a787b6fcc6cc8ce08b18b7859,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,strong,0.0,"{""early_stopping"":false,""l2_regularization"":1.0,""learning_rate"":0.08,""max_iter"":100,""max_leaf_nodes"":7}",0.9,0,success,,,0.3955746000283398,0,,0.9914285714285714,0.9920212765957447,0.9993104806934594,0.00532901210093222,0.026483397592260087,boosting_total_leaves,590.0,1080.0,,,,,,590.0,100.0,,100.0,1.0,,0.3333333333333333
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,9fadda0903414af7da9ce4c916788d371968b53df1898e657ed203b59614569c,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,weak,1.0,"{""early_stopping"":false,""l2_regularization"":0.01,""learning_rate"":0.08,""max_iter"":200,""max_leaf_nodes"":31}",0.9,0,success,,,0.7087528000120074,0,,0.9942857142857143,0.9946808510638299,0.9996716574730758,0.004659979270440809,0.029163140152501345,boosting_total_leaves,1585.0,2970.0,,,,,,1585.0,200.0,,200.0,1.0,,0.6666666666666666
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,9e36c5cecc1fc71cdf3c9b9e9236836df31029bbe514c45d9b18eb8579471d14,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,medium,0.5,"{""early_stopping"":false,""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":300,""max_leaf_nodes"":63}",0.9,0,success,,,0.8311087000183761,0,,0.9914285714285714,0.9920212765957447,0.9996388232203834,0.006184241742101192,0.029644334819057018,boosting_total_leaves,2171.0,4042.0,,,,,,2171.0,300.0,,300.0,1.0,,1.0
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,684de1e151a1dc4ca816d7084f253161e4118a537d73c8ae9294870fb31d11f9,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,weak,1.0,"{""alpha"":0.0001,""early_stopping"":true,""hidden_layer_sizes"":[16],""learning_rate_init"":0.001,""max_iter"":250}",0.9,0,success,,,0.22322770004393533,0,,0.9685714285714285,0.9686104544260572,0.9899527186761229,0.08875544890777984,0.33079857774827165,mlp_parameter_count,113.0,113.0,,,,,,,,113.0,50.0,1.0,,0.3333333333333333
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,a39038626060f45cf6902ca78e7a3fb59f4e145538802bc5ce142d55035389de,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,medium,0.5,"{""alpha"":0.001,""early_stopping"":true,""hidden_layer_sizes"":[64,64],""learning_rate_init"":0.001,""max_iter"":300}",0.9,0,success,,,0.17515099997399375,0,,0.9942857142857143,0.9946808510638299,0.9999343314946151,0.033050340148440806,0.17268907802721967,mlp_parameter_count,4609.0,4609.0,,,,,,,,4609.0,21.0,1.0,,0.6666666666666666
PHASE1-FAMILY-CAPACITY,PHASE1-FAMILY-CAPACITY-smoke-fef9a5cb6b20,b1d7d2b8a410ddd0b07d84e61661d4e609e3c55df026190907270e1119838e07,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,strong,0.0,"{""alpha"":0.01,""early_stopping"":true,""hidden_layer_sizes"":[128,128,64],""learning_rate_init"":0.001,""max_iter"":350}",0.9,0,success,,,0.307156800001394,0,,0.9942857142857143,0.9938271604938271,1.0,0.07654057379601474,0.3079528110908127,mlp_parameter_count,25601.0,25601.0,,,,,,,,25601.0,15.0,1.0,,1.0
