geometry,stable_coefficients,rho_train,seed,config_id,config_hash,family,capacity_tier,capacity_tier_score,boundary_fidelity,fit_seconds,warning_count,warning_messages
baseline,"[1.2, -1.0, 0.8]",0.9,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.8991666666666667,0.06961359997512773,0,
baseline,"[1.2, -1.0, 0.8]",0.9,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.8808333333333334,0.10356779996072873,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.98,0.007071400003042072,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.995,0.007306499988771975,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9975,0.006430600013118237,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.9775,0.055981900019105524,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.9891666666666666,0.03346810000948608,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.9775,0.08544970001094043,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,0.9983333333333333,0.3642948999768123,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,0.9983333333333333,0.49395129998447374,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.9983333333333333,0.561830100021325,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,1.0,0.0758600999834016,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,1.0,0.1568932999507524,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,1.0,0.22138150001410395,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.8425,0.1452976000146009,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.9591666666666666,0.1029772000038065,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9741666666666666,0.17581879999488592,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.9808333333333333,0.00713390001328662,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.9825,0.007776300015393645,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9841666666666666,0.008435599971562624,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.9833333333333333,0.03577959997346625,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.9583333333333334,0.030097800015937537,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.9725,0.08522950002225116,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,0.9983333333333333,0.35163019999163225,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,0.9983333333333333,0.437795499979984,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.9983333333333333,0.5533786999876611,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,1.0,0.06831150001380593,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,1.0,0.13806549995206296,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,1.0,0.1999482000246644,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.5958333333333333,0.11340360000031069,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.9558333333333333,0.10808679996989667,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9341666666666667,0.16723979997914284,0,
equal_oblique,"[1.0132456102380445, 1.0132456102380445, 1.0132456102380445]",0.0,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.9675,0.007369700004346669,0,
equal_oblique,"[1.0132456102380445, 1.0132456102380445, 1.0132456102380445]",0.0,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.9908333333333333,0.008997199998702854,0,
equal_oblique,"[1.0132456102380445, 1.0132456102380445, 1.0132456102380445]",0.0,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9958333333333333,0.009788399969693273,0,
