geometry,stable_coefficients,rho_train,seed,config_id,config_hash,family,capacity_tier,capacity_tier_score,boundary_fidelity,fit_seconds,warning_count,warning_messages
baseline,"[1.2, -1.0, 0.8]",0.9,2,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.90875,0.8241162999765947,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.86725,0.17772810003953055,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.8765,0.9521003999980167,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.87125,1.3034897000179626,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.91175,0.20166139997309074,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.97275,0.15677689999574795,0,
baseline,"[1.2, -1.0, 0.8]",0.9,2,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.904,0.4383169000502676,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.99275,0.012083399982657284,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.9945,0.011693499982357025,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9965,0.01367830001981929,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.991,0.3401465000351891,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.98875,0.2029762000311166,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.98725,0.7504552000318654,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,0.9985,0.5030688000260852,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,0.9985,0.5714294000063092,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.9985,0.7025654000462964,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.99825,0.18503200000850484,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.99825,0.39975520002190024,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.99825,0.3848576999735087,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.99,0.341906999994535,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.9865,0.2844512000447139,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9955,1.0024587999796495,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.9915,0.0126663000555709,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.99425,0.014501800003927201,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.997,0.016817199997603893,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.99275,0.28314190002856776,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.99075,0.17780990002211183,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.983,0.7559551000013016,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,0.9985,0.49291059997631237,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,0.99875,0.6682869999785908,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.99875,0.8602866000146605,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.99825,0.1281033999985084,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.99825,0.3773858000058681,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.99825,0.5672865000087768,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.98175,0.44970349996583536,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.99525,0.6002760999836028,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.99425,1.1592523999861442,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.98625,0.011353100009728223,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.98475,0.009949400031473488,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.981,0.011067100043874234,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.9845,0.07964050001464784,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.9665,0.07980430003954098,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.979,0.45577609998872504,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,0.9985,0.4608654999756254,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,0.99875,0.569370599987451,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,0.9985,0.7518007999751717,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.998,0.09589980001328513,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.998,0.18788899999344721,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.998,0.3710994000430219,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.72225,0.19637419999344274,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.94625,0.21211899997433648,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,0,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9375,0.5035116999642923,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.998,0.012843700009398162,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.999,0.013591900002211332,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9985,0.014370899996720254,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.9955,0.33945579995634034,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.994,0.2130481000058353,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.98225,0.8465377000393346,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,1.0,0.46765180001966655,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,1.0,0.6440083000343293,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,1.0,0.7118557000067085,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.9995,0.16689900000346825,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.9995,0.43147299997508526,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.9995,0.4683587999898009,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.97525,0.3020812000031583,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.99325,0.3926510000019334,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,1,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9915,0.9097009000252001,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.9975,0.013100000040140003,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.99825,0.010797300026752055,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.99825,0.012677799968514591,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.99425,0.2839683999773115,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.988,0.2198742000036873,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.98275,0.9342995000188239,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,1.0,0.46695799997542053,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,1.0,0.7149298000149429,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,1.0,0.7024032000335865,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.9995,0.14847070001997054,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.9995,0.35268559999531135,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.9995,0.4327508000424132,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.877,0.18596750003052875,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.992,0.3674225000431761,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,1,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.98575,0.5637812000350095,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.99525,0.009464200004003942,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.9975,0.008700200007297099,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.99775,0.01333889999659732,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.99525,0.11911410000175238,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.98275,0.08936519996495917,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.97875,0.4816292999894358,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,1.0,0.4368327999836765,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,1.0,0.576764400000684,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,1.0,0.6884327000007033,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.9995,0.12210949999280274,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.99875,0.2793208000366576,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.99875,0.38993979996303096,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.85525,0.19895809999434277,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.971,0.19989650003844872,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.9,1,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.94525,0.44457900000270456,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.9955,0.010952799988444895,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.999,0.019004900008440018,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.9995,0.01593759999377653,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.99275,0.3513288999674842,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.99,0.20539139996981248,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.9825,0.841134799993597,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,1.0,0.455722099984996,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,1.0,0.6097452000249177,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,1.0,0.7551343999803066,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.999,0.15530980000039563,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.999,0.4036626000306569,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,HGB-H,e48f60055c364417c78405d739a17860d6e752f2fc096ea1f14f2b30f76dde1e,gradient_boosting,high,1.0,0.999,0.6080859999638051,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,MLP-L,cf054be6f8198498238d75783b4261fc719b2300545c3ec57821015192487ce8,mlp,low,0.0,0.99325,0.3615956999710761,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,MLP-M,22caf9c6783beb7ef5313eeda008a6c74091af4d4ec3b2f9a80c796f31fc80c5,mlp,medium,0.5,0.99625,0.41597979998914525,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.0,2,MLP-H,5d197816eeb622fc60ae6d2ceb820addf08e9a7cafa95fd016fcc47c1733d867,mlp,high,1.0,0.9915,0.5118350000120699,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,LR-L,1d2a1642b5cc9ffeec4e67e117c0a2ab4fd6a563b127af2c2fb9c9262e90d737,logistic_regression,low,0.0,0.99375,0.009203900001011789,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,LR-M,2f0277ba6749dc50e77a697ebcae33e3932a27b63e857544fc1ec7f72f723bce,logistic_regression,medium,0.5,0.99825,0.01164250000147149,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,LR-H,7b1c2ec5fbbfbbdee64cc420019e5c8a9abaac2c5fc3f68515c1e2c1fa714d43,logistic_regression,high,1.0,0.999,0.015291100018657744,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,SVM-L,3fbd371b0e2cef95735dd4da149551608834096e78275a14901c17ac75cb096e,rbf_svm,low,0.0,0.993,0.2815756000345573,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,SVM-M,9db1d2bf313ca7ba2163130db40ea44518e99de2cc5a6c1b05d6c5c600e866d4,rbf_svm,medium,0.5,0.99225,0.17415130004519597,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,SVM-H,405d3f89ec540b5d9527e4410c3337cad0e3f8b2cd09be2fa431cfc7a19bc06a,rbf_svm,high,1.0,0.9825,0.6849533999920823,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,RF-L,c0f016366401e1557f071472bcb386b5eb2aff8542b2c2766d492e6f207fd133,random_forest,low,0.0,1.0,0.48839019995648414,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,RF-M,5a017704fedc5eeaa5bfa51b469c2790db92ae9033f8403d454222bd9ca5b60a,random_forest,medium,0.5,1.0,0.662931099999696,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,RF-H,7ff7f8153ba561892eb3cfceb961e6a4c2bf8946870c60775c3bfce39fbaf2f9,random_forest,high,1.0,1.0,0.8889695000252686,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,HGB-L,67769b8c901577287f7c69e46ea16a110fbcab250556e6c9ee68848fdafe1020,gradient_boosting,low,0.0,0.999,0.17883779999101534,0,
axis_aligned,"[1.7549928774784245, 0.0, 0.0]",0.5,2,HGB-M,2d985fd608b45e3358b349990cabdc1f6ba1762a96e3f4ecf6a7596687075e1f,gradient_boosting,medium,0.5,0.999,0.46899310004664585,0,
