rho_train,interaction_range_I,interaction_ci95_low,interaction_ci95_high,width_effect_at_8,width_effect_at_64,width_effect_at_512,direction_change_across_width
0.0,0.004787499999999983,0.0022496874999999644,0.007525312499999971,0.0010624999999999996,0.0030500000000000193,0.005849999999999983,False
0.7,0.006750000000000006,0.004474999999999984,0.009275000000000005,0.0015749999999999987,0.0028749999999999887,0.008325000000000004,False
0.9,0.0018249999999999764,0.0005249999999999698,0.004062812499999974,0.002325000000000016,0.002037500000000009,0.0038624999999999853,False
