fit_id,rho_train,dataset_seed,width,schedule,accuracy,ood_gap,rho_ood
rho0_seed12_width512_constant,0.0,12,512,constant,0.9003333333333333,0.002666666666666706,-0.6
rho0_seed12_width512_constant,0.0,12,512,constant,0.9063333333333333,-0.0033333333333332993,-0.3
rho0_seed12_width512_constant,0.0,12,512,constant,0.9053333333333333,-0.0023333333333332984,0.3
rho0_seed12_width512_cosine,0.0,12,512,cosine,0.921,-0.01866666666666672,-0.9
rho0_seed12_width512_cosine,0.0,12,512,cosine,0.9073333333333333,-0.0050000000000000044,-0.6
rho0_seed12_width512_cosine,0.0,12,512,cosine,0.9166666666666666,-0.014333333333333309,-0.3
rho0_seed12_width512_cosine,0.0,12,512,cosine,0.9073333333333333,-0.0050000000000000044,0.3
rho0_seed12_width64_constant,0.0,12,64,constant,0.9173333333333333,-0.015000000000000013,-0.9
rho0_seed12_width64_constant,0.0,12,64,constant,0.9046666666666666,-0.0023333333333332984,-0.6
rho0_seed12_width64_constant,0.0,12,64,constant,0.914,-0.011666666666666714,-0.3
rho0_seed12_width64_constant,0.0,12,64,constant,0.908,-0.005666666666666709,0.3
rho0_seed12_width64_cosine,0.0,12,64,cosine,0.9216666666666666,-0.01766666666666661,-0.9
rho0_seed12_width64_cosine,0.0,12,64,cosine,0.9063333333333333,-0.0023333333333332984,-0.6
rho0_seed12_width64_cosine,0.0,12,64,cosine,0.9196666666666666,-0.015666666666666607,-0.3
rho0_seed12_width64_cosine,0.0,12,64,cosine,0.911,-0.007000000000000006,0.3
rho0_seed12_width8_constant,0.0,12,8,constant,0.9223333333333333,-0.01633333333333331,-0.9
rho0_seed12_width8_constant,0.0,12,8,constant,0.9046666666666666,0.0013333333333334085,-0.6
rho0_seed12_width8_constant,0.0,12,8,constant,0.9186666666666666,-0.012666666666666604,-0.3
rho0_seed12_width8_constant,0.0,12,8,constant,0.911,-0.0050000000000000044,0.3
rho0_seed12_width8_cosine,0.0,12,8,cosine,0.922,-0.017000000000000015,-0.9
rho0_seed12_width8_cosine,0.0,12,8,cosine,0.9036666666666666,0.0013333333333334085,-0.6
rho0_seed12_width8_cosine,0.0,12,8,cosine,0.9183333333333333,-0.013333333333333308,-0.3
rho0_seed12_width8_cosine,0.0,12,8,cosine,0.9126666666666666,-0.0076666666666665995,0.3
rho0_seed13_width512_constant,0.0,13,512,constant,0.8926666666666667,0.004666666666666597,-0.9
rho0_seed13_width512_constant,0.0,13,512,constant,0.9,-0.002666666666666706,-0.6
rho0_seed13_width512_constant,0.0,13,512,constant,0.904,-0.00666666666666671,-0.3
rho0_seed13_width512_constant,0.0,13,512,constant,0.9016666666666666,-0.0043333333333333,0.3
rho0_seed13_width512_cosine,0.0,13,512,cosine,0.9053333333333333,-0.0043333333333333,-0.9
rho0_seed13_width512_cosine,0.0,13,512,cosine,0.911,-0.010000000000000009,-0.6
rho0_seed13_width512_cosine,0.0,13,512,cosine,0.915,-0.014000000000000012,-0.3
rho0_seed13_width512_cosine,0.0,13,512,cosine,0.9116666666666666,-0.010666666666666602,0.3
rho0_seed13_width64_constant,0.0,13,64,constant,0.9036666666666666,-0.005666666666666598,-0.9
rho0_seed13_width64_constant,0.0,13,64,constant,0.905,-0.007000000000000006,-0.6
rho0_seed13_width64_constant,0.0,13,64,constant,0.9133333333333333,-0.01533333333333331,-0.3
rho0_seed13_width64_constant,0.0,13,64,constant,0.9126666666666666,-0.014666666666666606,0.3
rho0_seed13_width64_cosine,0.0,13,64,cosine,0.915,-0.01333333333333342,-0.9
rho0_seed13_width64_cosine,0.0,13,64,cosine,0.908,-0.006333333333333413,-0.6
rho0_seed13_width64_cosine,0.0,13,64,cosine,0.9183333333333333,-0.01666666666666672,-0.3
rho0_seed13_width64_cosine,0.0,13,64,cosine,0.916,-0.01433333333333342,0.3
rho0_seed13_width8_constant,0.0,13,8,constant,0.9076666666666666,-0.007000000000000006,-0.9
rho0_seed13_width8_constant,0.0,13,8,constant,0.907,-0.006333333333333413,-0.6
rho0_seed13_width8_constant,0.0,13,8,constant,0.915,-0.01433333333333342,-0.3
rho0_seed13_width8_constant,0.0,13,8,constant,0.9183333333333333,-0.01766666666666672,0.3
rho0_seed13_width8_cosine,0.0,13,8,cosine,0.917,-0.01333333333333342,-0.9
rho0_seed13_width8_cosine,0.0,13,8,cosine,0.9113333333333333,-0.0076666666666667105,-0.6
rho0_seed13_width8_cosine,0.0,13,8,cosine,0.9176666666666666,-0.014000000000000012,-0.3
rho0_seed13_width8_cosine,0.0,13,8,cosine,0.9166666666666666,-0.013000000000000012,0.3
rho0_seed14_width512_constant,0.0,14,512,constant,0.9196666666666666,-0.018000000000000016,-0.9
rho0_seed14_width512_constant,0.0,14,512,constant,0.912,-0.010333333333333417,-0.6
rho0_seed14_width512_constant,0.0,14,512,constant,0.912,-0.010333333333333417,-0.3
rho0_seed14_width512_constant,0.0,14,512,constant,0.905,-0.0033333333333334103,0.3
rho0_seed14_width512_cosine,0.0,14,512,cosine,0.911,-0.006333333333333413,-0.9
rho0_seed14_width512_cosine,0.0,14,512,cosine,0.9093333333333333,-0.004666666666666708,-0.6
rho0_seed14_width512_cosine,0.0,14,512,cosine,0.9113333333333333,-0.00666666666666671,-0.3
rho0_seed14_width512_cosine,0.0,14,512,cosine,0.911,-0.006333333333333413,0.3
rho0_seed14_width64_constant,0.0,14,64,constant,0.9173333333333333,-0.009333333333333305,-0.9
rho0_seed14_width64_constant,0.0,14,64,constant,0.9123333333333333,-0.0043333333333333,-0.6
rho0_seed14_width64_constant,0.0,14,64,constant,0.9066666666666666,0.0013333333333334085,-0.3
rho0_seed14_width64_constant,0.0,14,64,constant,0.9113333333333333,-0.0033333333333332993,0.3
rho0_seed14_width64_cosine,0.0,14,64,cosine,0.915,-0.0050000000000000044,-0.9
rho0_seed14_width64_cosine,0.0,14,64,cosine,0.9116666666666666,-0.0016666666666665941,-0.6
rho0_seed14_width64_cosine,0.0,14,64,cosine,0.9136666666666666,-0.003666666666666596,-0.3
rho0_seed14_width64_cosine,0.0,14,64,cosine,0.9166666666666666,-0.006666666666666599,0.3
rho0_seed14_width8_constant,0.0,14,8,constant,0.9183333333333333,-0.010666666666666713,-0.9
rho0_seed14_width8_constant,0.0,14,8,constant,0.914,-0.006333333333333413,-0.6
rho0_seed14_width8_constant,0.0,14,8,constant,0.913,-0.005333333333333412,-0.3
rho0_seed14_width8_constant,0.0,14,8,constant,0.9116666666666666,-0.0040000000000000036,0.3
rho0_seed14_width8_cosine,0.0,14,8,cosine,0.917,-0.010333333333333417,-0.9
rho0_seed14_width8_cosine,0.0,14,8,cosine,0.912,-0.005333333333333412,-0.6
rho0_seed14_width8_cosine,0.0,14,8,cosine,0.9143333333333333,-0.0076666666666667105,-0.3
rho0_seed14_width8_cosine,0.0,14,8,cosine,0.9133333333333333,-0.00666666666666671,0.3
rho0_seed15_width512_constant,0.0,15,512,constant,0.9196666666666666,-0.007000000000000006,-0.9
rho0_seed15_width512_constant,0.0,15,512,constant,0.921,-0.008333333333333415,-0.6
rho0_seed15_width512_constant,0.0,15,512,constant,0.912,0.0006666666666665932,-0.3
rho0_seed15_width512_constant,0.0,15,512,constant,0.9106666666666666,0.0020000000000000018,0.3
rho0_seed15_width512_cosine,0.0,15,512,cosine,0.8996666666666666,0.018333333333333424,-0.9
rho0_seed15_width512_cosine,0.0,15,512,cosine,0.908,0.010000000000000009,-0.6
rho0_seed15_width512_cosine,0.0,15,512,cosine,0.9106666666666666,0.007333333333333414,-0.3
rho0_seed15_width512_cosine,0.0,15,512,cosine,0.9176666666666666,0.00033333333333340764,0.3
rho0_seed15_width64_constant,0.0,15,64,constant,0.9053333333333333,0.010666666666666713,-0.9
rho0_seed15_width64_constant,0.0,15,64,constant,0.9096666666666666,0.006333333333333413,-0.6
rho0_seed15_width64_constant,0.0,15,64,constant,0.9086666666666666,0.007333333333333414,-0.3
rho0_seed15_width64_constant,0.0,15,64,constant,0.9166666666666666,-0.0006666666666665932,0.3
rho0_seed15_width64_cosine,0.0,15,64,cosine,0.9043333333333333,0.012333333333333307,-0.9
rho0_seed15_width64_cosine,0.0,15,64,cosine,0.9086666666666666,0.008000000000000007,-0.6
rho0_seed15_width64_cosine,0.0,15,64,cosine,0.9106666666666666,0.006000000000000005,-0.3
rho0_seed15_width64_cosine,0.0,15,64,cosine,0.916,0.0006666666666665932,0.3
rho0_seed15_width8_constant,0.0,15,8,constant,0.9036666666666666,0.014000000000000012,-0.9
rho0_seed15_width8_constant,0.0,15,8,constant,0.909,0.0086666666666666,-0.6
rho0_seed15_width8_constant,0.0,15,8,constant,0.911,0.006666666666666599,-0.3
rho0_seed15_width8_constant,0.0,15,8,constant,0.9136666666666666,0.0040000000000000036,0.3
rho0_seed15_width8_cosine,0.0,15,8,cosine,0.9046666666666666,0.013666666666666716,-0.9
rho0_seed15_width8_cosine,0.0,15,8,cosine,0.9083333333333333,0.010000000000000009,-0.6
rho0_seed15_width8_cosine,0.0,15,8,cosine,0.911,0.007333333333333303,-0.3
rho0_seed15_width8_cosine,0.0,15,8,cosine,0.9143333333333333,0.0040000000000000036,0.3
rho0_seed16_width512_constant,0.0,16,512,constant,0.912,-0.011333333333333417,-0.9
rho0_seed16_width512_constant,0.0,16,512,constant,0.911,-0.010333333333333417,-0.6
rho0_seed16_width512_constant,0.0,16,512,constant,0.899,0.0016666666666665941,-0.3
rho0_seed16_width512_constant,0.0,16,512,constant,0.8986666666666666,0.0020000000000000018,0.3
rho0_seed16_width512_cosine,0.0,16,512,cosine,0.902,0.0013333333333332975,-0.9
rho0_seed16_width512_cosine,0.0,16,512,cosine,0.906,-0.002666666666666706,-0.6
rho0_seed16_width512_cosine,0.0,16,512,cosine,0.9023333333333333,0.0010000000000000009,-0.3
rho0_seed16_width512_cosine,0.0,16,512,cosine,0.9093333333333333,-0.006000000000000005,0.3
rho0_seed16_width64_constant,0.0,16,64,constant,0.909,-0.008000000000000007,-0.9
rho0_seed16_width64_constant,0.0,16,64,constant,0.909,-0.008000000000000007,-0.6
rho0_seed16_width64_constant,0.0,16,64,constant,0.9046666666666666,-0.003666666666666596,-0.3
rho0_seed16_width64_constant,0.0,16,64,constant,0.909,-0.008000000000000007,0.3
rho0_seed16_width64_cosine,0.0,16,64,cosine,0.9066666666666666,-0.0033333333333332993,-0.9
rho0_seed16_width64_cosine,0.0,16,64,cosine,0.9086666666666666,-0.005333333333333301,-0.6
rho0_seed16_width64_cosine,0.0,16,64,cosine,0.9026666666666666,0.0006666666666667043,-0.3
rho0_seed16_width64_cosine,0.0,16,64,cosine,0.9103333333333333,-0.007000000000000006,0.3
rho0_seed16_width8_constant,0.0,16,8,constant,0.9136666666666666,-0.007333333333333303,-0.9
rho0_seed16_width8_constant,0.0,16,8,constant,0.9126666666666666,-0.006333333333333302,-0.6
rho0_seed16_width8_constant,0.0,16,8,constant,0.905,0.0013333333333332975,-0.3
rho0_seed16_width8_constant,0.0,16,8,constant,0.9086666666666666,-0.0023333333333332984,0.3
rho0_seed16_width8_cosine,0.0,16,8,cosine,0.911,-0.008000000000000007,-0.9
rho0_seed16_width8_cosine,0.0,16,8,cosine,0.909,-0.006000000000000005,-0.6
rho0_seed16_width8_cosine,0.0,16,8,cosine,0.904,-0.0010000000000000009,-0.3
rho0_seed16_width8_cosine,0.0,16,8,cosine,0.911,-0.008000000000000007,0.3
rho0_seed17_width512_constant,0.0,17,512,constant,0.9133333333333333,-0.005666666666666709,-0.9
rho0_seed17_width512_constant,0.0,17,512,constant,0.91,-0.0023333333333334094,-0.6
rho0_seed17_width512_constant,0.0,17,512,constant,0.91,-0.0023333333333334094,-0.3
rho0_seed17_width512_constant,0.0,17,512,constant,0.9036666666666666,0.0040000000000000036,0.3
rho0_seed17_width512_cosine,0.0,17,512,cosine,0.9076666666666666,0.0010000000000000009,-0.9
rho0_seed17_width512_cosine,0.0,17,512,cosine,0.9073333333333333,0.0013333333333332975,-0.6
rho0_seed17_width512_cosine,0.0,17,512,cosine,0.9103333333333333,-0.0016666666666667052,-0.3
rho0_seed17_width512_cosine,0.0,17,512,cosine,0.9053333333333333,0.0033333333333332993,0.3
rho0_seed17_width64_constant,0.0,17,64,constant,0.9093333333333333,0.0013333333333332975,-0.9
rho0_seed17_width64_constant,0.0,17,64,constant,0.907,0.003666666666666596,-0.6
rho0_seed17_width64_constant,0.0,17,64,constant,0.914,-0.0033333333333334103,-0.3
rho0_seed17_width64_constant,0.0,17,64,constant,0.905,0.005666666666666598,0.3
rho0_seed17_width64_cosine,0.0,17,64,cosine,0.9093333333333333,0.002666666666666706,-0.9
rho0_seed17_width64_cosine,0.0,17,64,cosine,0.9076666666666666,0.004333333333333411,-0.6
rho0_seed17_width64_cosine,0.0,17,64,cosine,0.912,0.0,-0.3
rho0_seed17_width64_cosine,0.0,17,64,cosine,0.9076666666666666,0.004333333333333411,0.3
rho0_seed17_width8_constant,0.0,17,8,constant,0.9103333333333333,0.0023333333333332984,-0.9
rho0_seed17_width8_constant,0.0,17,8,constant,0.9073333333333333,0.005333333333333301,-0.6
rho0_seed17_width8_constant,0.0,17,8,constant,0.9116666666666666,0.0010000000000000009,-0.3
rho0_seed17_width8_constant,0.0,17,8,constant,0.909,0.003666666666666596,0.3
rho0_seed17_width8_cosine,0.0,17,8,cosine,0.9076666666666666,0.005666666666666709,-0.9
rho0_seed17_width8_cosine,0.0,17,8,cosine,0.9043333333333333,0.009000000000000008,-0.6
rho0_seed17_width8_cosine,0.0,17,8,cosine,0.913,0.0003333333333332966,-0.3
rho0_seed17_width8_cosine,0.0,17,8,cosine,0.9093333333333333,0.0040000000000000036,0.3
rho0_seed18_width512_constant,0.0,18,512,constant,0.9043333333333333,0.005666666666666709,-0.9
rho0_seed18_width512_constant,0.0,18,512,constant,0.899,0.01100000000000001,-0.6
rho0_seed18_width512_constant,0.0,18,512,constant,0.9093333333333333,0.0006666666666667043,-0.3
rho0_seed18_width512_constant,0.0,18,512,constant,0.9016666666666666,0.008333333333333415,0.3
rho0_seed18_width512_cosine,0.0,18,512,cosine,0.904,0.009666666666666601,-0.9
rho0_seed18_width512_cosine,0.0,18,512,cosine,0.9046666666666666,0.009000000000000008,-0.6
rho0_seed18_width512_cosine,0.0,18,512,cosine,0.9146666666666666,-0.0010000000000000009,-0.3
rho0_seed18_width512_cosine,0.0,18,512,cosine,0.9043333333333333,0.009333333333333305,0.3
rho0_seed18_width64_constant,0.0,18,64,constant,0.9016666666666666,0.01433333333333342,-0.9
rho0_seed18_width64_constant,0.0,18,64,constant,0.902,0.014000000000000012,-0.6
rho0_seed18_width64_constant,0.0,18,64,constant,0.914,0.0020000000000000018,-0.3
rho0_seed18_width64_constant,0.0,18,64,constant,0.907,0.009000000000000008,0.3
rho0_seed18_width64_cosine,0.0,18,64,cosine,0.9006666666666666,0.01666666666666672,-0.9
rho0_seed18_width64_cosine,0.0,18,64,cosine,0.907,0.010333333333333306,-0.6
rho0_seed18_width64_cosine,0.0,18,64,cosine,0.9163333333333333,0.0010000000000000009,-0.3
rho0_seed18_width64_cosine,0.0,18,64,cosine,0.905,0.012333333333333307,0.3
rho0_seed18_width8_constant,0.0,18,8,constant,0.9026666666666666,0.014666666666666717,-0.9
rho0_seed18_width8_constant,0.0,18,8,constant,0.908,0.009333333333333305,-0.6
rho0_seed18_width8_constant,0.0,18,8,constant,0.9146666666666666,0.002666666666666706,-0.3
rho0_seed18_width8_constant,0.0,18,8,constant,0.906,0.011333333333333306,0.3
rho0_seed18_width8_cosine,0.0,18,8,cosine,0.904,0.013000000000000012,-0.9
rho0_seed18_width8_cosine,0.0,18,8,cosine,0.908,0.009000000000000008,-0.6
rho0_seed18_width8_cosine,0.0,18,8,cosine,0.9146666666666666,0.0023333333333334094,-0.3
rho0_seed18_width8_cosine,0.0,18,8,cosine,0.9046666666666666,0.012333333333333418,0.3
rho0_seed19_width512_constant,0.0,19,512,constant,0.914,-0.007333333333333414,-0.9
rho0_seed19_width512_constant,0.0,19,512,constant,0.9053333333333333,0.0013333333333332975,-0.6
rho0_seed19_width512_constant,0.0,19,512,constant,0.9076666666666666,-0.0010000000000000009,-0.3
rho0_seed19_width512_constant,0.0,19,512,constant,0.9083333333333333,-0.0016666666666667052,0.3
rho0_seed19_width512_cosine,0.0,19,512,cosine,0.9153333333333333,-0.0030000000000000027,-0.9
rho0_seed19_width512_cosine,0.0,19,512,cosine,0.9016666666666666,0.010666666666666713,-0.6
rho0_seed19_width512_cosine,0.0,19,512,cosine,0.9096666666666666,0.002666666666666706,-0.3
rho0_seed19_width512_cosine,0.0,19,512,cosine,0.913,-0.0006666666666667043,0.3
rho0_seed19_width64_constant,0.0,19,64,constant,0.916,-0.0010000000000000009,-0.9
rho0_seed19_width64_constant,0.0,19,64,constant,0.9033333333333333,0.011666666666666714,-0.6
rho0_seed19_width64_constant,0.0,19,64,constant,0.9093333333333333,0.005666666666666709,-0.3
rho0_seed19_width64_constant,0.0,19,64,constant,0.9126666666666666,0.0023333333333334094,0.3
rho0_seed19_width64_cosine,0.0,19,64,cosine,0.915,0.0033333333333332993,-0.9
rho0_seed19_width64_cosine,0.0,19,64,cosine,0.9013333333333333,0.017000000000000015,-0.6
rho0_seed19_width64_cosine,0.0,19,64,cosine,0.909,0.009333333333333305,-0.3
rho0_seed19_width64_cosine,0.0,19,64,cosine,0.916,0.0023333333333332984,0.3
rho0_seed19_width8_constant,0.0,19,8,constant,0.9176666666666666,0.0016666666666667052,-0.9
rho0_seed19_width8_constant,0.0,19,8,constant,0.907,0.012333333333333307,-0.6
rho0_seed19_width8_constant,0.0,19,8,constant,0.9096666666666666,0.009666666666666712,-0.3
rho0_seed19_width8_constant,0.0,19,8,constant,0.9153333333333333,0.0040000000000000036,0.3
rho0_seed19_width8_cosine,0.0,19,8,cosine,0.916,0.003666666666666596,-0.9
rho0_seed19_width8_cosine,0.0,19,8,cosine,0.907,0.012666666666666604,-0.6
rho0_seed19_width8_cosine,0.0,19,8,cosine,0.9116666666666666,0.008000000000000007,-0.3
rho0_seed19_width8_cosine,0.0,19,8,cosine,0.9173333333333333,0.0023333333333332984,0.3
rho0p7_seed00_width512_constant,0.7,0,512,constant,0.687,0.2699999999999999,-0.9
rho0p7_seed00_width512_constant,0.7,0,512,constant,0.7556666666666667,0.20133333333333325,-0.6
rho0p7_seed00_width512_constant,0.7,0,512,constant,0.7923333333333333,0.16466666666666663,-0.3
rho0p7_seed00_width512_constant,0.7,0,512,constant,0.8373333333333334,0.11966666666666659,0.0
rho0p7_seed00_width512_constant,0.7,0,512,constant,0.8903333333333333,0.06666666666666665,0.3
rho0p7_seed00_width512_cosine,0.7,0,512,cosine,0.6936666666666667,0.2626666666666667,-0.9
rho0p7_seed00_width512_cosine,0.7,0,512,cosine,0.7636666666666667,0.19266666666666665,-0.6
rho0p7_seed00_width512_cosine,0.7,0,512,cosine,0.7973333333333333,0.15900000000000003,-0.3
rho0p7_seed00_width512_cosine,0.7,0,512,cosine,0.8426666666666667,0.1136666666666667,0.0
rho0p7_seed00_width512_cosine,0.7,0,512,cosine,0.8943333333333333,0.062000000000000055,0.3
rho0p7_seed00_width64_constant,0.7,0,64,constant,0.6913333333333334,0.2673333333333333,-0.9
rho0p7_seed00_width64_constant,0.7,0,64,constant,0.761,0.19766666666666666,-0.6
rho0p7_seed00_width64_constant,0.7,0,64,constant,0.7916666666666666,0.16700000000000004,-0.3
rho0p7_seed00_width64_constant,0.7,0,64,constant,0.842,0.1166666666666667,0.0
rho0p7_seed00_width64_constant,0.7,0,64,constant,0.8903333333333333,0.06833333333333336,0.3
rho0p7_seed00_width64_cosine,0.7,0,64,cosine,0.696,0.2616666666666667,-0.9
rho0p7_seed00_width64_cosine,0.7,0,64,cosine,0.7646666666666667,0.19299999999999995,-0.6
rho0p7_seed00_width64_cosine,0.7,0,64,cosine,0.7946666666666666,0.16300000000000003,-0.3
rho0p7_seed00_width64_cosine,0.7,0,64,cosine,0.843,0.1146666666666667,0.0
rho0p7_seed00_width64_cosine,0.7,0,64,cosine,0.892,0.06566666666666665,0.3
rho0p7_seed00_width8_constant,0.7,0,8,constant,0.7,0.2563333333333334,-0.9
rho0p7_seed00_width8_constant,0.7,0,8,constant,0.7606666666666667,0.19566666666666666,-0.6
rho0p7_seed00_width8_constant,0.7,0,8,constant,0.794,0.16233333333333333,-0.3
rho0p7_seed00_width8_constant,0.7,0,8,constant,0.847,0.1093333333333334,0.0
rho0p7_seed00_width8_constant,0.7,0,8,constant,0.893,0.06333333333333335,0.3
rho0p7_seed00_width8_cosine,0.7,0,8,cosine,0.7016666666666667,0.2543333333333333,-0.9
rho0p7_seed00_width8_cosine,0.7,0,8,cosine,0.7623333333333333,0.19366666666666665,-0.6
rho0p7_seed00_width8_cosine,0.7,0,8,cosine,0.795,0.16099999999999992,-0.3
rho0p7_seed00_width8_cosine,0.7,0,8,cosine,0.8493333333333334,0.10666666666666658,0.0
rho0p7_seed00_width8_cosine,0.7,0,8,cosine,0.8913333333333333,0.06466666666666665,0.3
rho0p7_seed01_width512_constant,0.7,1,512,constant,0.6933333333333334,0.2586666666666666,-0.9
rho0p7_seed01_width512_constant,0.7,1,512,constant,0.7413333333333333,0.21066666666666667,-0.6
rho0p7_seed01_width512_constant,0.7,1,512,constant,0.793,0.15899999999999992,-0.3
rho0p7_seed01_width512_constant,0.7,1,512,constant,0.8343333333333334,0.11766666666666659,0.0
rho0p7_seed01_width512_constant,0.7,1,512,constant,0.884,0.06799999999999995,0.3
rho0p7_seed01_width512_cosine,0.7,1,512,cosine,0.697,0.2556666666666667,-0.9
rho0p7_seed01_width512_cosine,0.7,1,512,cosine,0.7436666666666667,0.20899999999999996,-0.6
rho0p7_seed01_width512_cosine,0.7,1,512,cosine,0.7986666666666666,0.15400000000000003,-0.3
rho0p7_seed01_width512_cosine,0.7,1,512,cosine,0.841,0.11166666666666669,0.0
rho0p7_seed01_width512_cosine,0.7,1,512,cosine,0.885,0.06766666666666665,0.3
rho0p7_seed01_width64_constant,0.7,1,64,constant,0.694,0.2586666666666667,-0.9
rho0p7_seed01_width64_constant,0.7,1,64,constant,0.7403333333333333,0.21233333333333337,-0.6
rho0p7_seed01_width64_constant,0.7,1,64,constant,0.8016666666666666,0.15100000000000002,-0.3
rho0p7_seed01_width64_constant,0.7,1,64,constant,0.8436666666666667,0.10899999999999999,0.0
rho0p7_seed01_width64_constant,0.7,1,64,constant,0.888,0.06466666666666665,0.3
rho0p7_seed01_width64_cosine,0.7,1,64,cosine,0.6983333333333334,0.254,-0.9
rho0p7_seed01_width64_cosine,0.7,1,64,cosine,0.7403333333333333,0.21200000000000008,-0.6
rho0p7_seed01_width64_cosine,0.7,1,64,cosine,0.802,0.15033333333333332,-0.3
rho0p7_seed01_width64_cosine,0.7,1,64,cosine,0.8446666666666667,0.10766666666666669,0.0
rho0p7_seed01_width64_cosine,0.7,1,64,cosine,0.8906666666666667,0.06166666666666665,0.3
rho0p7_seed01_width8_constant,0.7,1,8,constant,0.6926666666666667,0.261,-0.9
rho0p7_seed01_width8_constant,0.7,1,8,constant,0.7406666666666667,0.21299999999999997,-0.6
rho0p7_seed01_width8_constant,0.7,1,8,constant,0.8033333333333333,0.15033333333333332,-0.3
rho0p7_seed01_width8_constant,0.7,1,8,constant,0.8486666666666667,0.10499999999999998,0.0
rho0p7_seed01_width8_constant,0.7,1,8,constant,0.8926666666666667,0.06099999999999994,0.3
rho0p7_seed01_width8_cosine,0.7,1,8,cosine,0.6823333333333333,0.2703333333333333,-0.9
rho0p7_seed01_width8_cosine,0.7,1,8,cosine,0.7346666666666667,0.21799999999999997,-0.6
rho0p7_seed01_width8_cosine,0.7,1,8,cosine,0.7983333333333333,0.15433333333333332,-0.3
rho0p7_seed01_width8_cosine,0.7,1,8,cosine,0.8413333333333334,0.11133333333333328,0.0
rho0p7_seed01_width8_cosine,0.7,1,8,cosine,0.8883333333333333,0.06433333333333335,0.3
rho0p7_seed02_width512_constant,0.7,2,512,constant,0.6553333333333333,0.30166666666666664,-0.9
rho0p7_seed02_width512_constant,0.7,2,512,constant,0.7176666666666667,0.2393333333333333,-0.6
rho0p7_seed02_width512_constant,0.7,2,512,constant,0.765,0.19199999999999995,-0.3
rho0p7_seed02_width512_constant,0.7,2,512,constant,0.8333333333333334,0.12366666666666659,0.0
rho0p7_seed02_width512_constant,0.7,2,512,constant,0.8813333333333333,0.07566666666666666,0.3
rho0p7_seed02_width512_cosine,0.7,2,512,cosine,0.6616666666666666,0.29633333333333334,-0.9
rho0p7_seed02_width512_cosine,0.7,2,512,cosine,0.7273333333333334,0.23066666666666658,-0.6
rho0p7_seed02_width512_cosine,0.7,2,512,cosine,0.7706666666666667,0.18733333333333324,-0.3
rho0p7_seed02_width512_cosine,0.7,2,512,cosine,0.8396666666666667,0.11833333333333329,0.0
rho0p7_seed02_width512_cosine,0.7,2,512,cosine,0.884,0.07399999999999995,0.3
rho0p7_seed02_width64_constant,0.7,2,64,constant,0.665,0.29266666666666663,-0.9
rho0p7_seed02_width64_constant,0.7,2,64,constant,0.7343333333333333,0.22333333333333338,-0.6
rho0p7_seed02_width64_constant,0.7,2,64,constant,0.7723333333333333,0.18533333333333335,-0.3
rho0p7_seed02_width64_constant,0.7,2,64,constant,0.841,0.1166666666666667,0.0
rho0p7_seed02_width64_constant,0.7,2,64,constant,0.8823333333333333,0.07533333333333336,0.3
rho0p7_seed02_width64_cosine,0.7,2,64,cosine,0.661,0.29733333333333334,-0.9
rho0p7_seed02_width64_cosine,0.7,2,64,cosine,0.733,0.22533333333333339,-0.6
rho0p7_seed02_width64_cosine,0.7,2,64,cosine,0.7716666666666666,0.18666666666666676,-0.3
rho0p7_seed02_width64_cosine,0.7,2,64,cosine,0.84,0.1183333333333334,0.0
rho0p7_seed02_width64_cosine,0.7,2,64,cosine,0.8836666666666667,0.07466666666666666,0.3
rho0p7_seed02_width8_constant,0.7,2,8,constant,0.6533333333333333,0.30200000000000005,-0.9
rho0p7_seed02_width8_constant,0.7,2,8,constant,0.73,0.22533333333333339,-0.6
rho0p7_seed02_width8_constant,0.7,2,8,constant,0.767,0.18833333333333335,-0.3
rho0p7_seed02_width8_constant,0.7,2,8,constant,0.8383333333333334,0.11699999999999999,0.0
rho0p7_seed02_width8_constant,0.7,2,8,constant,0.8846666666666667,0.07066666666666666,0.3
rho0p7_seed02_width8_cosine,0.7,2,8,cosine,0.6533333333333333,0.30400000000000005,-0.9
rho0p7_seed02_width8_cosine,0.7,2,8,cosine,0.729,0.2283333333333334,-0.6
rho0p7_seed02_width8_cosine,0.7,2,8,cosine,0.7666666666666667,0.19066666666666665,-0.3
rho0p7_seed02_width8_cosine,0.7,2,8,cosine,0.8363333333333334,0.121,0.0
rho0p7_seed02_width8_cosine,0.7,2,8,cosine,0.8843333333333333,0.07300000000000006,0.3
rho0p7_seed03_width512_constant,0.7,3,512,constant,0.6606666666666666,0.29133333333333333,-0.9
rho0p7_seed03_width512_constant,0.7,3,512,constant,0.735,0.21699999999999997,-0.6
rho0p7_seed03_width512_constant,0.7,3,512,constant,0.7856666666666666,0.16633333333333333,-0.3
rho0p7_seed03_width512_constant,0.7,3,512,constant,0.8273333333333334,0.12466666666666659,0.0
rho0p7_seed03_width512_constant,0.7,3,512,constant,0.8813333333333333,0.07066666666666666,0.3
rho0p7_seed03_width512_cosine,0.7,3,512,cosine,0.6716666666666666,0.28166666666666673,-0.9
rho0p7_seed03_width512_cosine,0.7,3,512,cosine,0.748,0.20533333333333337,-0.6
rho0p7_seed03_width512_cosine,0.7,3,512,cosine,0.7926666666666666,0.16066666666666674,-0.3
rho0p7_seed03_width512_cosine,0.7,3,512,cosine,0.833,0.1203333333333334,0.0
