fit_id,fidelity_min,fidelity_drop_from_20,fidelity_recovery,sat,trajectory_class_recomputed
rho0p9_seed02_width8_constant,0.96375,0.0025000000000000577,0.005499999999999949,40.0,No-acquisition / no-distortion
rho0p9_seed02_width8_cosine,0.9635,0.0030000000000000027,0.003750000000000031,40.0,No-acquisition / no-distortion
rho0p9_seed03_width512_constant,0.95675,0.007249999999999979,0.00550000000000006,40.0,No-acquisition / no-distortion
rho0p9_seed03_width512_cosine,0.95775,0.006249999999999978,0.0035000000000000586,40.0,No-acquisition / no-distortion
rho0p9_seed03_width64_constant,0.9585,0.005499999999999949,0.0012499999999999734,40.0,No-acquisition / no-distortion
rho0p9_seed03_width64_cosine,0.95975,0.004249999999999976,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed03_width8_constant,0.9715,0.0044999999999999485,0.0004999999999999449,40.0,No-acquisition / no-distortion
rho0p9_seed03_width8_cosine,0.97325,0.00275000000000003,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed04_width512_constant,0.96075,0.004249999999999976,0.006750000000000034,40.0,No-acquisition / no-distortion
rho0p9_seed04_width512_cosine,0.96425,0.0007499999999999174,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed04_width64_constant,0.9695,0.0,0.0014999999999999458,40.0,No-acquisition / no-distortion
rho0p9_seed04_width64_cosine,0.9695,0.0,0.00374999999999992,40.0,No-acquisition / no-distortion
rho0p9_seed04_width8_constant,0.9725,0.002749999999999919,0.00024999999999997247,40.0,No-acquisition / no-distortion
rho0p9_seed04_width8_cosine,0.97375,0.0017500000000000293,0.0004999999999999449,40.0,No-acquisition / no-distortion
rho0p9_seed05_width512_constant,0.933,0.03325,0.010999999999999899,40.0,No-acquisition / no-distortion
rho0p9_seed05_width512_cosine,0.93525,0.031000000000000028,0.013499999999999956,40.0,No-acquisition / no-distortion
rho0p9_seed05_width64_constant,0.958,0.02100000000000002,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed05_width64_cosine,0.96375,0.015499999999999958,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed05_width8_constant,0.96475,0.015499999999999958,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed05_width8_cosine,0.973,0.007249999999999979,0.000500000000000056,40.0,No-acquisition / no-distortion
rho0p9_seed06_width512_constant,0.96625,0.013999999999999901,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed06_width512_cosine,0.97175,0.008499999999999952,0.0007500000000000284,40.0,No-acquisition / no-distortion
rho0p9_seed06_width64_constant,0.9725,0.00374999999999992,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed06_width64_cosine,0.973,0.00275000000000003,0.00024999999999997247,40.0,No-acquisition / no-distortion
rho0p9_seed06_width8_constant,0.9815,0.004249999999999976,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed06_width8_cosine,0.98325,0.0022500000000000853,0.0002500000000000835,40.0,No-acquisition / no-distortion
rho0p9_seed07_width512_constant,0.97775,0.0030000000000000027,0.0050000000000000044,40.0,No-acquisition / no-distortion
rho0p9_seed07_width512_cosine,0.98075,0.0,0.005750000000000033,40.0,No-acquisition / no-distortion
rho0p9_seed07_width64_constant,0.98425,0.0,0.0045000000000000595,40.0,No-acquisition / no-distortion
rho0p9_seed07_width64_cosine,0.984,0.0,0.0040000000000000036,40.0,No-acquisition / no-distortion
rho0p9_seed07_width8_constant,0.98,0.0,0.0007500000000000284,40.0,No-acquisition / no-distortion
rho0p9_seed07_width8_cosine,0.9795,0.0,0.004749999999999921,40.0,No-acquisition / no-distortion
rho0p9_seed08_width512_constant,0.9605,0.010249999999999981,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed08_width512_cosine,0.97125,0.0,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed08_width64_constant,0.96925,0.010750000000000037,0.0025000000000000577,40.0,No-acquisition / no-distortion
rho0p9_seed08_width64_cosine,0.974,0.005750000000000033,0.0012499999999999734,40.0,No-acquisition / no-distortion
rho0p9_seed08_width8_constant,0.95975,0.0,0.010499999999999954,40.0,No-acquisition / no-distortion
rho0p9_seed08_width8_cosine,0.95975,0.0,0.008750000000000036,40.0,No-acquisition / no-distortion
rho0p9_seed09_width512_constant,0.9725,0.006000000000000005,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed09_width512_cosine,0.97425,0.004250000000000087,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed09_width64_constant,0.97175,0.0,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed09_width64_cosine,0.97175,0.0,0.005249999999999977,40.0,No-acquisition / no-distortion
rho0p9_seed09_width8_constant,0.97925,0.000500000000000056,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed09_width8_cosine,0.98,0.0,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed10_width512_constant,0.94725,0.02499999999999991,0.0020000000000000018,40.0,No-acquisition / no-distortion
rho0p9_seed10_width512_cosine,0.9575,0.014499999999999957,0.00024999999999997247,40.0,No-acquisition / no-distortion
rho0p9_seed10_width64_constant,0.9585,0.019000000000000017,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed10_width64_cosine,0.9605,0.017249999999999988,0.00024999999999997247,40.0,No-acquisition / no-distortion
rho0p9_seed10_width8_constant,0.9685,0.0020000000000000018,0.00024999999999997247,40.0,No-acquisition / no-distortion
rho0p9_seed10_width8_cosine,0.9705,0.0,0.0004999999999999449,40.0,No-acquisition / no-distortion
rho0p9_seed11_width512_constant,0.9735,0.004249999999999976,0.005249999999999977,40.0,No-acquisition / no-distortion
rho0p9_seed11_width512_cosine,0.9735,0.004749999999999921,0.0050000000000000044,40.0,No-acquisition / no-distortion
rho0p9_seed11_width64_constant,0.97275,0.00824999999999998,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed11_width64_cosine,0.9775,0.0034999999999999476,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed11_width8_constant,0.9885,0.0022499999999999742,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed11_width8_cosine,0.99075,0.0,0.00275000000000003,40.0,No-acquisition / no-distortion
rho0p9_seed12_width512_constant,0.9675,0.011749999999999927,0.006749999999999923,40.0,No-acquisition / no-distortion
rho0p9_seed12_width512_cosine,0.97425,0.0050000000000000044,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed12_width64_constant,0.98025,0.0015000000000000568,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed12_width64_cosine,0.98175,0.0,0.0007500000000000284,40.0,No-acquisition / no-distortion
rho0p9_seed12_width8_constant,0.97475,0.0012499999999999734,0.003249999999999975,40.0,No-acquisition / no-distortion
rho0p9_seed12_width8_cosine,0.975,0.0007500000000000284,0.0015000000000000568,40.0,No-acquisition / no-distortion
rho0p9_seed13_width512_constant,0.9505,0.019749999999999934,0.007750000000000035,40.0,No-acquisition / no-distortion
rho0p9_seed13_width512_cosine,0.965,0.005249999999999977,0.0007500000000000284,40.0,No-acquisition / no-distortion
rho0p9_seed13_width64_constant,0.969,0.0,0.003249999999999975,40.0,No-acquisition / no-distortion
rho0p9_seed13_width64_cosine,0.969,0.0,0.0025000000000000577,40.0,No-acquisition / no-distortion
rho0p9_seed13_width8_constant,0.9665,0.0017500000000000293,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed13_width8_cosine,0.9685,0.0,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed14_width512_constant,0.963,0.011500000000000066,0.00550000000000006,40.0,No-acquisition / no-distortion
rho0p9_seed14_width512_cosine,0.9645,0.010000000000000009,0.004249999999999976,40.0,No-acquisition / no-distortion
rho0p9_seed14_width64_constant,0.96675,0.0024999999999999467,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed14_width64_cosine,0.96925,0.0,0.0022500000000000853,40.0,No-acquisition / no-distortion
rho0p9_seed14_width8_constant,0.98,0.006249999999999978,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed14_width8_cosine,0.98625,0.0,0.000500000000000056,40.0,No-acquisition / no-distortion
rho0p9_seed15_width512_constant,0.978,0.0015000000000000568,0.006750000000000034,40.0,No-acquisition / no-distortion
rho0p9_seed15_width512_cosine,0.9805,0.0,0.0024999999999999467,40.0,No-acquisition / no-distortion
rho0p9_seed15_width64_constant,0.984,0.0,0.003249999999999975,40.0,No-acquisition / no-distortion
rho0p9_seed15_width64_cosine,0.98375,0.0,0.00275000000000003,40.0,No-acquisition / no-distortion
rho0p9_seed15_width8_constant,0.95425,0.0,0.02399999999999991,40.0,No-acquisition / no-distortion
rho0p9_seed15_width8_cosine,0.95425,0.0,0.022249999999999992,40.0,No-acquisition / no-distortion
rho0p9_seed16_width512_constant,0.96675,0.00024999999999997247,0.007249999999999979,40.0,No-acquisition / no-distortion
rho0p9_seed16_width512_cosine,0.96725,0.0,0.008999999999999897,40.0,No-acquisition / no-distortion
rho0p9_seed16_width64_constant,0.965,0.0,0.014249999999999985,40.0,No-acquisition / no-distortion
rho0p9_seed16_width64_cosine,0.965,0.0,0.013000000000000012,40.0,No-acquisition / no-distortion
rho0p9_seed16_width8_constant,0.94375,0.0,0.017249999999999988,40.0,No-acquisition / no-distortion
rho0p9_seed16_width8_cosine,0.944,0.0,0.014500000000000068,40.0,No-acquisition / no-distortion
rho0p9_seed17_width512_constant,0.9585,0.00824999999999998,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed17_width512_cosine,0.962,0.004750000000000032,0.0020000000000000018,40.0,No-acquisition / no-distortion
rho0p9_seed17_width64_constant,0.95725,0.014249999999999985,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed17_width64_cosine,0.95925,0.012249999999999983,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed17_width8_constant,0.9695,0.011749999999999927,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed17_width8_cosine,0.977,0.004249999999999976,0.0017500000000000293,40.0,No-acquisition / no-distortion
rho0p9_seed18_width512_constant,0.97325,0.01375000000000004,0.0020000000000000018,40.0,No-acquisition / no-distortion
rho0p9_seed18_width512_cosine,0.97475,0.012249999999999983,0.0044999999999999485,40.0,No-acquisition / no-distortion
rho0p9_seed18_width64_constant,0.97875,0.0014999999999999458,0.0030000000000000027,40.0,No-acquisition / no-distortion
rho0p9_seed18_width64_cosine,0.97875,0.0014999999999999458,0.0020000000000000018,40.0,No-acquisition / no-distortion
rho0p9_seed18_width8_constant,0.9765,0.0,0.0030000000000000027,40.0,No-acquisition / no-distortion
rho0p9_seed18_width8_cosine,0.9765,0.0,0.005749999999999922,40.0,No-acquisition / no-distortion
rho0p9_seed19_width512_constant,0.9495,0.02200000000000002,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed19_width512_cosine,0.95575,0.015499999999999958,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed19_width64_constant,0.9625,0.00924999999999998,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed19_width64_cosine,0.9625,0.00924999999999998,0.0,40.0,No-acquisition / no-distortion
rho0p9_seed19_width8_constant,0.965,0.008750000000000036,0.0010000000000000009,40.0,No-acquisition / no-distortion
rho0p9_seed19_width8_cosine,0.9675,0.006249999999999978,0.00024999999999997247,40.0,No-acquisition / no-distortion
