rho_train,n_seeds,width_regime_range,width_at_max_mean_fidelity,width_at_min_mean_fidelity,ci95_low,ci95_high,seed_cluster_ci_excludes_zero
0.0,20,0.012418749999999923,8,512,0.009674843749999778,0.015449999999999856,True
0.7,20,0.011849999999999805,8,512,0.0093437500000002,0.014462499999999833,True
0.9,20,0.009006250000000104,8,512,0.004724843749999661,0.013025156249999953,True
