seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss,rho_train,rho_val
4,logistic_regression,stable_only,-0.6,0.9163333333333333,0.9164522913157646,0.18842589640536184,0.5,0.5
4,logistic_regression,stable_only,-0.9,0.9096666666666666,0.9096528316110633,0.19441679414894406,0.5,0.5
4,rbf_svm,stable_only,0.5,0.906,0.905640788503461,0.2147061947273322,0.5,0.5
4,rbf_svm,stable_only,0.3,0.9153333333333333,0.9153494680437126,0.19962538214203895,0.5,0.5
4,rbf_svm,stable_only,0.0,0.9206666666666666,0.9207209401449187,0.18923834743942544,0.5,0.5
4,rbf_svm,stable_only,-0.3,0.911,0.9110071558735944,0.20712363004636555,0.5,0.5
4,rbf_svm,stable_only,-0.6,0.919,0.9190541346103837,0.19273833346744096,0.5,0.5
4,rbf_svm,stable_only,-0.9,0.9083333333333333,0.9083051227161847,0.20522563539107433,0.5,0.5
4,random_forest,stable_only,0.5,0.897,0.8961866562875491,0.2324229866552631,0.5,0.5
4,random_forest,stable_only,0.3,0.912,0.9119364987604363,0.2141093144066214,0.5,0.5
4,random_forest,stable_only,0.0,0.913,0.9130494397433544,0.2105408759483642,0.5,0.5
4,random_forest,stable_only,-0.3,0.9056666666666666,0.9056824747766568,0.22610578724388772,0.5,0.5
4,random_forest,stable_only,-0.6,0.91,0.9101877301284385,0.21771228983168517,0.5,0.5
4,random_forest,stable_only,-0.9,0.9043333333333333,0.904340227154734,0.22509969087044018,0.5,0.5
4,gradient_boosting,stable_only,0.5,0.8976666666666666,0.8969436653163101,0.2431892321591632,0.5,0.5
4,gradient_boosting,stable_only,0.3,0.9063333333333333,0.9062278351546953,0.2156436002138898,0.5,0.5
4,gradient_boosting,stable_only,0.0,0.9073333333333333,0.907362427003966,0.2166789282174663,0.5,0.5
4,gradient_boosting,stable_only,-0.3,0.9006666666666666,0.9006933641495178,0.22914612948048715,0.5,0.5
4,gradient_boosting,stable_only,-0.6,0.9053333333333333,0.9054361321485678,0.22013463535671401,0.5,0.5
4,gradient_boosting,stable_only,-0.9,0.8986666666666666,0.8986480239529475,0.22993995213689458,0.5,0.5
4,mlp,stable_only,0.5,0.9056666666666666,0.9046717633846874,0.22523128297994163,0.5,0.5
4,mlp,stable_only,0.3,0.9146666666666666,0.9144645418060944,0.21528143077837747,0.5,0.5
4,mlp,stable_only,0.0,0.925,0.9250248116514537,0.20787557873705528,0.5,0.5
4,mlp,stable_only,-0.3,0.9133333333333333,0.9133783723721054,0.22114322794387356,0.5,0.5
4,mlp,stable_only,-0.6,0.913,0.9131743154991712,0.21605988280679647,0.5,0.5
4,mlp,stable_only,-0.9,0.909,0.9090145367650719,0.21932345939467965,0.5,0.5
0,logistic_regression,all_features,0.7,0.9583333333333334,0.958289831767277,0.10815642792024789,0.7,0.7
0,logistic_regression,all_features,0.3,0.8913333333333333,0.891248860853221,0.26544765019464117,0.7,0.7
0,logistic_regression,all_features,0.0,0.8406666666666667,0.8406489198522022,0.42709749446444617,0.7,0.7
0,logistic_regression,all_features,-0.3,0.7953333333333333,0.7950682388751786,0.54855396430245,0.7,0.7
0,logistic_regression,all_features,-0.6,0.7233333333333334,0.7230812152181255,0.7159233272378017,0.7,0.7
0,logistic_regression,all_features,-0.9,0.6743333333333333,0.6753066544925934,0.7812593205038042,0.7,0.7
0,rbf_svm,all_features,0.7,0.9576666666666667,0.9576031403797203,0.11751124534314687,0.7,0.7
0,rbf_svm,all_features,0.3,0.8856666666666667,0.8854712507831635,0.28810680914105663,0.7,0.7
0,rbf_svm,all_features,0.0,0.8333333333333334,0.8332630317566074,0.4256995813707605,0.7,0.7
0,rbf_svm,all_features,-0.3,0.784,0.7836269371092889,0.5373600538417681,0.7,0.7
0,rbf_svm,all_features,-0.6,0.7133333333333334,0.7124569335485154,0.7007961703555847,0.7,0.7
0,rbf_svm,all_features,-0.9,0.6596666666666666,0.6613038005267422,0.8642357322710035,0.7,0.7
0,random_forest,all_features,0.7,0.9486666666666667,0.9486328174480948,0.1443457112488911,0.7,0.7
0,random_forest,all_features,0.3,0.866,0.8658387680127584,0.3122829573079445,0.7,0.7
0,random_forest,all_features,0.0,0.8023333333333333,0.8023618218435074,0.4880327825217429,0.7,0.7
0,random_forest,all_features,-0.3,0.7446666666666667,0.744488261775562,0.6221022081808079,0.7,0.7
0,random_forest,all_features,-0.6,0.6683333333333333,0.6678927506864603,0.7330300042306683,0.7,0.7
0,random_forest,all_features,-0.9,0.5766666666666667,0.577629072541191,0.9447041203133459,0.7,0.7
0,gradient_boosting,all_features,0.7,0.9443333333333334,0.9442813274611219,0.15326511274901453,0.7,0.7
0,gradient_boosting,all_features,0.3,0.8756666666666667,0.8757137466537563,0.40488496363130533,0.7,0.7
0,gradient_boosting,all_features,0.0,0.8193333333333334,0.8193775443577762,0.6435587063804917,0.7,0.7
0,gradient_boosting,all_features,-0.3,0.762,0.76174533635827,0.8264470243275811,0.7,0.7
0,gradient_boosting,all_features,-0.6,0.69,0.6897093039553724,1.0939756547186958,0.7,0.7
0,gradient_boosting,all_features,-0.9,0.6346666666666667,0.6353784975431599,1.2558236524690451,0.7,0.7
0,mlp,all_features,0.7,0.9526666666666667,0.952588959869222,0.13399611031644837,0.7,0.7
0,mlp,all_features,0.3,0.8686666666666667,0.8682541151677394,0.2949583408024791,0.7,0.7
0,mlp,all_features,0.0,0.8056666666666666,0.8055567284831616,0.4405244344489269,0.7,0.7
0,mlp,all_features,-0.3,0.7476666666666667,0.747399704144116,0.5632877369310253,0.7,0.7
0,mlp,all_features,-0.6,0.664,0.6635657486721316,0.7246706217000033,0.7,0.7
0,mlp,all_features,-0.9,0.5866666666666667,0.5877994962176276,0.8178169831858374,0.7,0.7
0,logistic_regression,stable_only,0.7,0.913,0.9129588665191947,0.19703640350340887,0.7,0.7
0,logistic_regression,stable_only,0.3,0.912,0.9119172552258359,0.19194725690000508,0.7,0.7
0,logistic_regression,stable_only,0.0,0.9093333333333333,0.9093669702302084,0.20666391030036127,0.7,0.7
0,logistic_regression,stable_only,-0.3,0.9103333333333333,0.9102840145367651,0.20060652491708517,0.7,0.7
0,logistic_regression,stable_only,-0.6,0.9116666666666666,0.911825403499779,0.1994620007245021,0.7,0.7
0,logistic_regression,stable_only,-0.9,0.9173333333333333,0.9174192032656417,0.19080638607361655,0.7,0.7
0,rbf_svm,stable_only,0.7,0.9136666666666666,0.9136335574747357,0.20590566120022888,0.7,0.7
0,rbf_svm,stable_only,0.3,0.9126666666666666,0.9125615851227431,0.20246141218822308,0.7,0.7
0,rbf_svm,stable_only,0.0,0.906,0.9060564993548404,0.2165996452812936,0.7,0.7
0,rbf_svm,stable_only,-0.3,0.9083333333333333,0.9082908988756054,0.21190221229170797,0.7,0.7
0,rbf_svm,stable_only,-0.6,0.9106666666666666,0.9107902068124085,0.20675447960425922,0.7,0.7
0,rbf_svm,stable_only,-0.9,0.9166666666666666,0.9167744579400454,0.19956886717261121,0.7,0.7
0,random_forest,stable_only,0.7,0.91,0.9099407578672832,0.22666036797375727,0.7,0.7
0,random_forest,stable_only,0.3,0.908,0.9079587201685937,0.22368024239699305,0.7,0.7
0,random_forest,stable_only,0.0,0.901,0.9011052385712527,0.23569129954799004,0.7,0.7
0,random_forest,stable_only,-0.3,0.896,0.8959526061631902,0.2375803353353753,0.7,0.7
0,random_forest,stable_only,-0.6,0.8986666666666666,0.8986628542595241,0.231917363471971,0.7,0.7
0,random_forest,stable_only,-0.9,0.9126666666666666,0.9123840492943176,0.22173185742473242,0.7,0.7
0,gradient_boosting,stable_only,0.7,0.904,0.903940541859507,0.23683724221016136,0.7,0.7
0,gradient_boosting,stable_only,0.3,0.9036666666666666,0.9036548812439482,0.233273576748284,0.7,0.7
0,gradient_boosting,stable_only,0.0,0.9013333333333333,0.9014068167786825,0.24941476869643173,0.7,0.7
0,gradient_boosting,stable_only,-0.3,0.8943333333333333,0.8942893058054605,0.24872299119145497,0.7,0.7
0,gradient_boosting,stable_only,-0.6,0.8926666666666667,0.892542445733935,0.24887254394301725,0.7,0.7
0,gradient_boosting,stable_only,-0.9,0.9053333333333333,0.9053145436124159,0.2331180757326646,0.7,0.7
0,mlp,stable_only,0.7,0.9096666666666666,0.9096374136135568,0.2393194633983772,0.7,0.7
0,mlp,stable_only,0.3,0.9113333333333333,0.9110646750583813,0.23609669307140038,0.7,0.7
0,mlp,stable_only,0.0,0.9023333333333333,0.9023577770952573,0.24744702862946089,0.7,0.7
0,mlp,stable_only,-0.3,0.9086666666666666,0.9086207141790354,0.2431153801067369,0.7,0.7
0,mlp,stable_only,-0.6,0.9073333333333333,0.9073168582881812,0.24500628078952147,0.7,0.7
0,mlp,stable_only,-0.9,0.9126666666666666,0.912837907287491,0.23766069453839592,0.7,0.7
1,logistic_regression,all_features,0.7,0.9466666666666667,0.9466578131916777,0.12268534079550916,0.7,0.7
1,logistic_regression,all_features,0.3,0.889,0.8890435654548559,0.29067216243667104,0.7,0.7
1,logistic_regression,all_features,0.0,0.8243333333333334,0.8242790945761242,0.47454409583764634,0.7,0.7
1,logistic_regression,all_features,-0.3,0.793,0.7930293029302931,0.5586494975396109,0.7,0.7
1,logistic_regression,all_features,-0.6,0.7476666666666667,0.7475625106673494,0.698898017594812,0.7,0.7
1,logistic_regression,all_features,-0.9,0.6773333333333333,0.6775600135863041,0.8302086720896256,0.7,0.7
1,rbf_svm,all_features,0.7,0.9463333333333334,0.9463151410422568,0.13465683940592152,0.7,0.7
1,rbf_svm,all_features,0.3,0.881,0.8810857228195939,0.3141266556516485,0.7,0.7
1,rbf_svm,all_features,0.0,0.809,0.8089375604227089,0.4956666829693603,0.7,0.7
1,rbf_svm,all_features,-0.3,0.77,0.7700436710337701,0.5924968015524673,0.7,0.7
1,rbf_svm,all_features,-0.6,0.718,0.7178539426523298,0.7456493663764769,0.7,0.7
1,rbf_svm,all_features,-0.9,0.644,0.644262898541962,0.9408239185169024,0.7,0.7
1,random_forest,all_features,0.7,0.9386666666666666,0.9386603518989638,0.16759224559183816,0.7,0.7
1,random_forest,all_features,0.3,0.8556666666666667,0.855740100699778,0.34568543541104363,0.7,0.7
1,random_forest,all_features,0.0,0.7826666666666666,0.7827316064939828,0.5592017961924104,0.7,0.7
1,random_forest,all_features,-0.3,0.7316666666666667,0.7316364969830316,0.6353716034842779,0.7,0.7
1,random_forest,all_features,-0.6,0.6723333333333333,0.6722990271377368,0.8074248477719319,0.7,0.7
1,random_forest,all_features,-0.9,0.547,0.5471123768741186,1.0715044277845411,0.7,0.7
1,gradient_boosting,all_features,0.7,0.94,0.9400043734033079,0.17803303759106856,0.7,0.7
1,gradient_boosting,all_features,0.3,0.875,0.8750586704215737,0.423622738856422,0.7,0.7
1,gradient_boosting,all_features,0.0,0.7996666666666666,0.7997099709970996,0.72627133080226,0.7,0.7
1,gradient_boosting,all_features,-0.3,0.7573333333333333,0.7573023969063573,0.8658915673808275,0.7,0.7
1,gradient_boosting,all_features,-0.6,0.712,0.7119602321215225,1.0853176908387534,0.7,0.7
1,gradient_boosting,all_features,-0.9,0.629,0.6289636352966492,1.3588151496222556,0.7,0.7
1,mlp,all_features,0.7,0.9456666666666667,0.9456697973834248,0.12542408726592139,0.7,0.7
1,mlp,all_features,0.3,0.8806666666666667,0.8807337002901519,0.3080487325887311,0.7,0.7
1,mlp,all_features,0.0,0.809,0.808997566423309,0.49695230503538973,0.7,0.7
1,mlp,all_features,-0.3,0.7736666666666666,0.7737607094042738,0.5922470207417068,0.7,0.7
1,mlp,all_features,-0.6,0.713,0.7128829578426352,0.7472875789775141,0.7,0.7
1,mlp,all_features,-0.9,0.6343333333333333,0.6345991062203578,0.8888886840666715,0.7,0.7
1,logistic_regression,stable_only,0.7,0.908,0.9080198616511197,0.20826623083938844,0.7,0.7
1,logistic_regression,stable_only,0.3,0.912,0.9120423707117256,0.19373474136550983,0.7,0.7
1,logistic_regression,stable_only,0.0,0.9076666666666666,0.9076140947428076,0.20264212027804615,0.7,0.7
1,logistic_regression,stable_only,-0.3,0.9106666666666666,0.9106577324399107,0.1950171986228012,0.7,0.7
1,logistic_regression,stable_only,-0.6,0.915,0.9150078938385391,0.1971678021893112,0.7,0.7
1,logistic_regression,stable_only,-0.9,0.9103333333333333,0.9105433454673493,0.20103197503059173,0.7,0.7
1,rbf_svm,stable_only,0.7,0.9036666666666666,0.9037091260126828,0.22006502475331804,0.7,0.7
1,rbf_svm,stable_only,0.3,0.9133333333333333,0.9133704557091653,0.20276526991125823,0.7,0.7
1,rbf_svm,stable_only,0.0,0.907,0.906954028736207,0.2112555817958375,0.7,0.7
1,rbf_svm,stable_only,-0.3,0.907,0.906980698069807,0.20128871628012765,0.7,0.7
1,rbf_svm,stable_only,-0.6,0.9123333333333333,0.9123410564942823,0.20835577184909107,0.7,0.7
1,rbf_svm,stable_only,-0.9,0.9086666666666666,0.9088241622816455,0.20875279876675062,0.7,0.7
1,random_forest,stable_only,0.7,0.895,0.8950423206771309,0.2429110264799264,0.7,0.7
1,random_forest,stable_only,0.3,0.9113333333333333,0.9113649940262843,0.21935559784488956,0.7,0.7
1,random_forest,stable_only,0.0,0.8976666666666666,0.8976597659765977,0.24102683934560765,0.7,0.7
1,random_forest,stable_only,-0.3,0.8976666666666666,0.8975930926425977,0.23069812402366763,0.7,0.7
1,random_forest,stable_only,-0.6,0.903,0.9029751237412528,0.22705972962343068,0.7,0.7
1,random_forest,stable_only,-0.9,0.905,0.9050928189980634,0.23093256166748172,0.7,0.7
1,gradient_boosting,stable_only,0.7,0.8893333333333333,0.8894008970810199,0.2732832394528185,0.7,0.7
1,gradient_boosting,stable_only,0.3,0.905,0.905033922171019,0.23204551682482036,0.7,0.7
1,gradient_boosting,stable_only,0.0,0.889,0.8889188918891889,0.2698574480533463,0.7,0.7
1,gradient_boosting,stable_only,-0.3,0.8933333333333333,0.8932826615994933,0.2496710318608157,0.7,0.7
1,gradient_boosting,stable_only,-0.6,0.8993333333333333,0.899300221880867,0.24887537956994962,0.7,0.7
1,gradient_boosting,stable_only,-0.9,0.9003333333333333,0.9004363088643521,0.2480393999655787,0.7,0.7
1,mlp,stable_only,0.7,0.905,0.9050531475170269,0.21295978518264352,0.7,0.7
1,mlp,stable_only,0.3,0.9133333333333333,0.9133064516129032,0.19397404810425203,0.7,0.7
1,mlp,stable_only,0.0,0.9083333333333333,0.9083541687502084,0.20385446005340813,0.7,0.7
1,mlp,stable_only,-0.3,0.908,0.9078907890789079,0.1960845731826876,0.7,0.7
1,mlp,stable_only,-0.6,0.9136666666666666,0.9137224782386073,0.1999126838045,0.7,0.7
1,mlp,stable_only,-0.9,0.9073333333333333,0.9073748379513134,0.2010985944681757,0.7,0.7
2,logistic_regression,all_features,0.7,0.9543333333333334,0.9543333333333334,0.11005705756631634,0.7,0.7
2,logistic_regression,all_features,0.3,0.8956666666666667,0.8958069081048927,0.26666999244198,0.7,0.7
2,logistic_regression,all_features,0.0,0.8356666666666667,0.8352597762978142,0.43501591134901507,0.7,0.7
2,logistic_regression,all_features,-0.3,0.7876666666666666,0.7877232702389905,0.567152169909357,0.7,0.7
2,logistic_regression,all_features,-0.6,0.7533333333333333,0.7533333333333333,0.6522756913973167,0.7,0.7
2,logistic_regression,all_features,-0.9,0.691,0.6911504291040464,0.7717026469852281,0.7,0.7
2,rbf_svm,all_features,0.7,0.9556666666666667,0.9556666666666667,0.11732542081633715,0.7,0.7
2,rbf_svm,all_features,0.3,0.8873333333333333,0.8874528680625856,0.2894914657436137,0.7,0.7
2,rbf_svm,all_features,0.0,0.8246666666666667,0.8243735058060109,0.44966196696571736,0.7,0.7
2,rbf_svm,all_features,-0.3,0.769,0.7690669717382145,0.591151466490588,0.7,0.7
2,rbf_svm,all_features,-0.6,0.7266666666666667,0.7266666666666666,0.6840609907086989,0.7,0.7
2,rbf_svm,all_features,-0.9,0.6533333333333333,0.6535022606413714,0.869168419720388,0.7,0.7
2,random_forest,all_features,0.7,0.9466666666666667,0.9466666666666667,0.14107658174619186,0.7,0.7
2,random_forest,all_features,0.3,0.8656666666666667,0.8658812121794128,0.3507636607795999,0.7,0.7
2,random_forest,all_features,0.0,0.7953333333333333,0.7948791837431695,0.4980760654457302,0.7,0.7
2,random_forest,all_features,-0.3,0.7336666666666667,0.7337490733185065,0.6650185135424355,0.7,0.7
2,random_forest,all_features,-0.6,0.6716666666666666,0.6716666666666666,0.7896242315253779,0.7,0.7
2,random_forest,all_features,-0.9,0.5586666666666666,0.5589269109664664,1.004979009918966,0.7,0.7
2,gradient_boosting,all_features,0.7,0.946,0.946,0.1467246655279049,0.7,0.7
2,gradient_boosting,all_features,0.3,0.877,0.8771942109243395,0.43353057982583504,0.7,0.7
2,gradient_boosting,all_features,0.0,0.814,0.8131563780737705,0.6999489096470255,0.7,0.7
2,gradient_boosting,all_features,-0.3,0.7473333333333333,0.7474759596153538,0.9477441256367283,0.7,0.7
2,gradient_boosting,all_features,-0.6,0.7046666666666667,0.7046666666666667,1.1244535376708793,0.7,0.7
2,gradient_boosting,all_features,-0.9,0.6216666666666667,0.6221159709912508,1.432510308278088,0.7,0.7
2,mlp,all_features,0.7,0.9553333333333334,0.9553333333333334,0.11219462723465917,0.7,0.7
2,mlp,all_features,0.3,0.8913333333333333,0.8914421605933656,0.2761165379580071,0.7,0.7
2,mlp,all_features,0.0,0.829,0.8287013319672132,0.44356897314017435,0.7,0.7
2,mlp,all_features,-0.3,0.7763333333333333,0.7763764220227524,0.5850945487501131,0.7,0.7
2,mlp,all_features,-0.6,0.7313333333333333,0.7313333333333334,0.672611579623284,0.7,0.7
2,mlp,all_features,-0.9,0.668,0.668114200170326,0.80737200617949,0.7,0.7
2,logistic_regression,stable_only,0.7,0.9043333333333333,0.9043333333333333,0.20141961252249713,0.7,0.7
2,logistic_regression,stable_only,0.3,0.909,0.9090245239457584,0.19519029788468087,0.7,0.7
2,logistic_regression,stable_only,0.0,0.9143333333333333,0.9142119193989071,0.19988739678841796,0.7,0.7
2,logistic_regression,stable_only,-0.3,0.9033333333333333,0.9033611204445937,0.20745468349653226,0.7,0.7
2,logistic_regression,stable_only,-0.6,0.9123333333333333,0.9123333333333333,0.19396400178615328,0.7,0.7
2,logistic_regression,stable_only,-0.9,0.9166666666666666,0.9168398669395201,0.18618289083825804,0.7,0.7
2,rbf_svm,stable_only,0.7,0.9063333333333333,0.9063333333333333,0.20984016576100267,0.7,0.7
2,rbf_svm,stable_only,0.3,0.9093333333333333,0.9094359905942859,0.20728049371904625,0.7,0.7
2,rbf_svm,stable_only,0.0,0.9093333333333333,0.9091369962431695,0.21204922002755514,0.7,0.7
2,rbf_svm,stable_only,-0.3,0.9046666666666666,0.9047104753676058,0.21854797279288543,0.7,0.7
2,rbf_svm,stable_only,-0.6,0.9116666666666666,0.9116666666666666,0.207048284733488,0.7,0.7
2,rbf_svm,stable_only,-0.9,0.9173333333333333,0.9175377055067908,0.19373196810777102,0.7,0.7
2,random_forest,stable_only,0.7,0.895,0.895,0.2322849329083149,0.7,0.7
2,random_forest,stable_only,0.3,0.9066666666666666,0.9066724285335115,0.2292461717372051,0.7,0.7
2,random_forest,stable_only,0.0,0.9013333333333333,0.9010843579234973,0.22788762410839689,0.7,0.7
2,random_forest,stable_only,-0.3,0.8966666666666666,0.8967183474935598,0.23479454681181533,0.7,0.7
2,random_forest,stable_only,-0.6,0.9063333333333333,0.9063333333333333,0.22481674238880248,0.7,0.7
2,random_forest,stable_only,-0.9,0.912,0.9122039075403903,0.2164560423689872,0.7,0.7
2,gradient_boosting,stable_only,0.7,0.894,0.8939999999999999,0.26242855417164296,0.7,0.7
2,gradient_boosting,stable_only,0.3,0.897,0.8970326385748982,0.2549380580205918,0.7,0.7
2,gradient_boosting,stable_only,0.0,0.905,0.9048732069672132,0.2443123734154761,0.7,0.7
2,gradient_boosting,stable_only,-0.3,0.8926666666666667,0.8927209502018698,0.2578671902564471,0.7,0.7
2,gradient_boosting,stable_only,-0.6,0.9006666666666666,0.9006666666666667,0.24151476458032256,0.7,0.7
2,gradient_boosting,stable_only,-0.9,0.9043333333333333,0.9044961249957775,0.2294506522616355,0.7,0.7
2,mlp,stable_only,0.7,0.905,0.905,0.20666726948667444,0.7,0.7
2,mlp,stable_only,0.3,0.91,0.9099348188813174,0.19919224554468534,0.7,0.7
2,mlp,stable_only,0.0,0.9093333333333333,0.9094411714480874,0.20409843497852956,0.7,0.7
2,mlp,stable_only,-0.3,0.9063333333333333,0.9063091676133485,0.20906571002305172,0.7,0.7
2,mlp,stable_only,-0.6,0.907,0.907,0.20110420197010595,0.7,0.7
2,mlp,stable_only,-0.9,0.918,0.9180799749667082,0.18753232262627784,0.7,0.7
3,logistic_regression,all_features,0.7,0.9503333333333334,0.9504195946054156,0.12142458536915872,0.7,0.7
3,logistic_regression,all_features,0.3,0.8813333333333333,0.8813276429100834,0.29158887138839257,0.7,0.7
3,logistic_regression,all_features,0.0,0.8423333333333334,0.8422813865812564,0.42041037866207337,0.7,0.7
3,logistic_regression,all_features,-0.3,0.7976666666666666,0.7975760797672979,0.5424094850962305,0.7,0.7
3,logistic_regression,all_features,-0.6,0.7416666666666667,0.7416315736841521,0.6779714201971104,0.7,0.7
3,logistic_regression,all_features,-0.9,0.6793333333333333,0.679372806224112,0.7706408618962082,0.7,0.7
3,rbf_svm,all_features,0.7,0.95,0.9501371067190301,0.13046486835446627,0.7,0.7
3,rbf_svm,all_features,0.3,0.8786666666666667,0.8787115539630591,0.3174246420518574,0.7,0.7
3,rbf_svm,all_features,0.0,0.835,0.8348813932539285,0.4249644703667032,0.7,0.7
3,rbf_svm,all_features,-0.3,0.786,0.78594720110377,0.54382758309781,0.7,0.7
3,rbf_svm,all_features,-0.6,0.7213333333333334,0.7213169035211502,0.6971740932434034,0.7,0.7
3,rbf_svm,all_features,-0.9,0.6533333333333333,0.6534633045770993,0.8641113820740662,0.7,0.7
3,random_forest,all_features,0.7,0.945,0.9449584587105029,0.14592860616086312,0.7,0.7
3,random_forest,all_features,0.3,0.856,0.8559590495825329,0.3436296308949056,0.7,0.7
3,random_forest,all_features,0.0,0.8026666666666666,0.8025889967637541,0.4497214129681252,0.7,0.7
3,random_forest,all_features,-0.3,0.7513333333333333,0.7513121492934307,0.5756733282148753,0.7,0.7
3,random_forest,all_features,-0.6,0.6793333333333333,0.6793431038122646,0.7487301384267196,0.7,0.7
3,random_forest,all_features,-0.9,0.5823333333333334,0.5825301989349423,1.0061171730210754,0.7,0.7
3,gradient_boosting,all_features,0.7,0.939,0.9389937381110414,0.15994717571448766,0.7,0.7
3,gradient_boosting,all_features,0.3,0.8606666666666667,0.8605243115315546,0.4729849129478698,0.7,0.7
3,gradient_boosting,all_features,0.0,0.812,0.8116304674206787,0.6746960962947298,0.7,0.7
3,gradient_boosting,all_features,-0.3,0.7653333333333333,0.7653919734867611,0.8821740886569583,0.7,0.7
3,gradient_boosting,all_features,-0.6,0.6886666666666666,0.6887276525294725,1.1295568522576822,0.7,0.7
3,gradient_boosting,all_features,-0.9,0.6156666666666667,0.615946931125049,1.3477817034200534,0.7,0.7
3,mlp,all_features,0.7,0.9483333333333334,0.9483972482565826,0.1326777646023206,0.7,0.7
3,mlp,all_features,0.3,0.863,0.8631357320669637,0.3167966776500199,0.7,0.7
3,mlp,all_features,0.0,0.816,0.8160944850365328,0.4522569620943058,0.7,0.7
3,mlp,all_features,-0.3,0.7603333333333333,0.7602384982469117,0.5829133054144919,0.7,0.7
3,mlp,all_features,-0.6,0.683,0.682973144146046,0.7389204362861859,0.7,0.7
3,mlp,all_features,-0.9,0.601,0.6011058163924312,0.8598083147642709,0.7,0.7
3,logistic_regression,stable_only,0.7,0.9096666666666666,0.9100216025382093,0.20287071402715318,0.7,0.7
3,logistic_regression,stable_only,0.3,0.905,0.9051385428953667,0.20734092619618386,0.7,0.7
3,logistic_regression,stable_only,0.0,0.9093333333333333,0.9093317318920362,0.20278986864010393,0.7,0.7
3,logistic_regression,stable_only,-0.3,0.911,0.9108227424987021,0.20593596849355958,0.7,0.7
3,logistic_regression,stable_only,-0.6,0.918,0.9179768664096268,0.19470226345653516,0.7,0.7
3,logistic_regression,stable_only,-0.9,0.9133333333333333,0.9133383796382928,0.19911992299287765,0.7,0.7
3,rbf_svm,stable_only,0.7,0.909,0.9093952356972157,0.21487197644316663,0.7,0.7
3,rbf_svm,stable_only,0.3,0.9023333333333333,0.9025095602400719,0.21902934144539185,0.7,0.7
3,rbf_svm,stable_only,0.0,0.9096666666666666,0.9097554465685784,0.21218880085828468,0.7,0.7
3,rbf_svm,stable_only,-0.3,0.9103333333333333,0.9101133284498147,0.2151905553162466,0.7,0.7
3,rbf_svm,stable_only,-0.6,0.9173333333333333,0.9172990811009011,0.20393666622988113,0.7,0.7
3,rbf_svm,stable_only,-0.9,0.914,0.914005096382795,0.2085097323280623,0.7,0.7
3,random_forest,stable_only,0.7,0.9016666666666666,0.9018912897640625,0.22888866103656347,0.7,0.7
3,random_forest,stable_only,0.3,0.894,0.8941408766565636,0.23771653644255908,0.7,0.7
3,random_forest,stable_only,0.0,0.9056666666666666,0.9058519334067328,0.22955897483713159,0.7,0.7
3,random_forest,stable_only,-0.3,0.9026666666666666,0.902492016869475,0.23203030766493196,0.7,0.7
3,random_forest,stable_only,-0.6,0.9093333333333333,0.9093167701863354,0.23087342117826082,0.7,0.7
3,random_forest,stable_only,-0.9,0.9076666666666666,0.9076857328394888,0.22372350453067663,0.7,0.7
3,gradient_boosting,stable_only,0.7,0.9003333333333333,0.9004748465668158,0.24675317465666785,0.7,0.7
3,gradient_boosting,stable_only,0.3,0.8926666666666667,0.8928070447665105,0.2656305205266896,0.7,0.7
3,gradient_boosting,stable_only,0.0,0.8986666666666666,0.8988356187235178,0.25631735880161066,0.7,0.7
3,gradient_boosting,stable_only,-0.3,0.8993333333333333,0.8992009757554638,0.2536473089809461,0.7,0.7
3,gradient_boosting,stable_only,-0.6,0.901,0.9009822331359237,0.24900572448401537,0.7,0.7
3,gradient_boosting,stable_only,-0.9,0.9036666666666666,0.903702767007833,0.25209150386057083,0.7,0.7
3,mlp,stable_only,0.7,0.9096666666666666,0.9101239209852465,0.20705541202009528,0.7,0.7
3,mlp,stable_only,0.3,0.9036666666666666,0.9038949669632071,0.21045952502882126,0.7,0.7
3,mlp,stable_only,0.0,0.911,0.9111700530477429,0.2048759954960348,0.7,0.7
3,mlp,stable_only,-0.3,0.9076666666666666,0.9074392464209261,0.20815069715972395,0.7,0.7
3,mlp,stable_only,-0.6,0.9176666666666666,0.9176246402737809,0.19609338624648895,0.7,0.7
3,mlp,stable_only,-0.9,0.9136666666666666,0.9136630706928655,0.20123958040278636,0.7,0.7
4,logistic_regression,all_features,0.7,0.953,0.953018635196853,0.11104235670350102,0.7,0.7
4,logistic_regression,all_features,0.3,0.904,0.9040877811252793,0.24033461761356636,0.7,0.7
4,logistic_regression,all_features,0.0,0.851,0.8509858659144132,0.3844320579159662,0.7,0.7
4,logistic_regression,all_features,-0.3,0.7956666666666666,0.7956686963865061,0.5348046944070457,0.7,0.7
4,logistic_regression,all_features,-0.6,0.7436666666666667,0.7439478137714992,0.6338455301138597,0.7,0.7
4,logistic_regression,all_features,-0.9,0.679,0.6790594841013022,0.7674765184780988,0.7,0.7
4,rbf_svm,all_features,0.7,0.9516666666666667,0.9517185051838517,0.12218773192139021,0.7,0.7
4,rbf_svm,all_features,0.3,0.8956666666666667,0.8956331780636124,0.25922263086718517,0.7,0.7
4,rbf_svm,all_features,0.0,0.8416666666666667,0.8416367734230656,0.4032122691685131,0.7,0.7
4,rbf_svm,all_features,-0.3,0.7706666666666667,0.7707542557446998,0.5674246705043784,0.7,0.7
