rho_train,replicate,model,feature_condition,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,validation_brier_score,validation_log_loss,iid_accuracy,iid_balanced_accuracy,iid_roc_auc,iid_brier_score,iid_log_loss,average_ood_accuracy,worst_ood_accuracy,ood_gap,n_ood_environments
0.5,8,rbf_svm,stable_only,0.9055,0.9055059523809523,0.9731522817460316,0.06492239973483294,0.21126558952207478,0.9116666666666666,0.9116960753811281,0.9750917818569713,0.06288391457484353,0.20446491161228048,0.9108666666666666,0.904,0.0008000000000000229,5
0.5,9,gradient_boosting,all_features,0.921,0.9207802488013762,0.9800484553239311,0.057718434748475884,0.19380693450845274,0.9193333333333333,0.9193297168125543,0.9791601101669752,0.060718085128115155,0.20173076236897908,0.8398666666666668,0.7826666666666666,0.07946666666666657,5
0.5,9,gradient_boosting,stable_only,0.901,0.9006845990727239,0.9692315698143946,0.07197323550347619,0.23676086825694137,0.8946666666666667,0.8946274930256624,0.9699098892462737,0.0729482977380086,0.23062697216611763,0.9014,0.889,-0.006733333333333258,5
0.5,9,logistic_regression,all_features,0.933,0.9328970819727581,0.985628523193408,0.04751984847536954,0.15445698520711862,0.936,0.9359987838248708,0.9845506641845315,0.04886119131400367,0.15943253357366122,0.8556000000000001,0.802,0.08039999999999992,5
0.5,9,logistic_regression,stable_only,0.919,0.9187787897377189,0.9786494354384346,0.058334228716568584,0.1889842940315935,0.912,0.9119713238706374,0.9770313591823889,0.06112693006168555,0.19469151151508093,0.9114666666666666,0.8966666666666666,0.0005333333333333856,5
0.5,9,mlp,all_features,0.934,0.93419502817554,0.98460077396422,0.04878547495763749,0.1637583620151536,0.9323333333333333,0.9324796103972306,0.9831086787608526,0.05120324427278958,0.17098299079959695,0.8435333333333332,0.7786666666666666,0.0888000000000001,5
0.5,9,mlp,stable_only,0.9145,0.9140188197195755,0.9780620072032512,0.059880777526845196,0.19215159551511907,0.9126666666666666,0.9125260704208072,0.9772349440541661,0.06123956511427225,0.19506573385783357,0.9093333333333333,0.8946666666666667,0.0033333333333332993,5
0.5,9,random_forest,all_features,0.924,0.9237824373968624,0.9804272314517283,0.05581496229607096,0.1903575575707679,0.9206666666666666,0.92062323641271,0.9792214523335805,0.058227494374653674,0.19578173883251193,0.8330666666666666,0.765,0.08760000000000001,5
0.5,9,random_forest,stable_only,0.909,0.9085283171431974,0.9726755804981831,0.0662952156897285,0.21868851537791067,0.9013333333333333,0.9013111221349208,0.9710084918894988,0.06880523059432882,0.22449959909739511,0.9035333333333334,0.8933333333333333,-0.0022000000000000908,5
0.5,9,rbf_svm,all_features,0.9325,0.9324642664502423,0.9835930393256684,0.0503349253066662,0.1653606294543974,0.934,0.9340144980877247,0.982715288779362,0.05099535720523613,0.169347205165239,0.8436666666666668,0.7863333333333333,0.09033333333333327,5
0.5,9,rbf_svm,stable_only,0.9155,0.9152357068302792,0.9767470485984283,0.05972084035331511,0.1965250154603241,0.9113333333333333,0.9113205634944765,0.9755004720679779,0.06274648239427914,0.2030514760135318,0.9113999999999999,0.8966666666666666,-6.66666666665483e-05,5
0.7,0,gradient_boosting,all_features,0.9465,0.9464770237198701,0.9892196955831655,0.04223159789272074,0.1557973855512344,0.949,0.9489305840163934,0.9905772391564208,0.03745683003903567,0.13905991042831606,0.7546,0.6196666666666667,0.1943999999999999,5
0.7,0,gradient_boosting,stable_only,0.8975,0.8975591046516629,0.9686782100634177,0.07411917776499125,0.24181965341183542,0.908,0.9078028944672132,0.9719551795167349,0.06931079064338379,0.22431594804231486,0.8997999999999999,0.8946666666666667,0.008200000000000096,5
0.7,0,logistic_regression,all_features,0.952,0.9520161939594691,0.9924200828300224,0.03345234530827437,0.11150182758679214,0.9586666666666667,0.9585788080601093,0.9929172536714481,0.03137669760289332,0.10692705746007757,0.7970666666666666,0.69,0.16160000000000008,5
0.7,0,logistic_regression,stable_only,0.9105,0.9104836685238914,0.9758490777384063,0.06272158751927075,0.1981569536925097,0.9183333333333333,0.9183262892759563,0.9787820006545992,0.05816497968916513,0.18732683347998574,0.9103999999999999,0.9046666666666666,0.007933333333333459,5
0.7,0,mlp,all_features,0.9535,0.9534888721535306,0.9919070207495108,0.03422882299210959,0.11550367153491095,0.9586666666666667,0.9585627988387978,0.992584617628643,0.03180480898941218,0.10934224348376326,0.7960666666666667,0.6966666666666667,0.16259999999999997,5
0.7,0,mlp,stable_only,0.9045,0.9046369610722897,0.9742078791533775,0.08673424571228125,0.3078876442095699,0.9173333333333333,0.9174297728825137,0.9777467376764571,0.08536350657209886,0.30640203171072494,0.9078000000000002,0.904,0.009533333333333172,5
0.7,0,random_forest,all_features,0.9495,0.9495433947507649,0.9883215869120164,0.041312437745056385,0.1449084561309738,0.948,0.9478899846311475,0.9891633136242031,0.038848308134237466,0.14929545064241032,0.716,0.5323333333333333,0.23199999999999998,5
0.7,0,random_forest,stable_only,0.9075,0.9075603147980905,0.9699478636915067,0.06857020161681406,0.22545600226831472,0.9073333333333333,0.9072959357923497,0.9722844803051002,0.06625978540521724,0.21910304502350145,0.9042,0.8963333333333333,0.0031333333333333213,5
0.7,0,rbf_svm,all_features,0.952,0.952005192628308,0.9904838485456738,0.03566655730831498,0.1237146526433595,0.957,0.9569832223360655,0.9914657509392076,0.03269869962125565,0.11546830831830247,0.7784666666666666,0.6593333333333333,0.17853333333333332,5
0.7,0,rbf_svm,stable_only,0.906,0.9059996259547405,0.9730807427698752,0.06587767224728751,0.21298902059789665,0.9166666666666666,0.9165546021174864,0.9766927972734516,0.05971049450471649,0.19673463960981188,0.9090666666666667,0.903,0.00759999999999994,5
0.7,1,gradient_boosting,all_features,0.9455,0.9452615828364858,0.98826106870076,0.04240063241470118,0.158447664519641,0.9426666666666667,0.9426740974564347,0.9870685765521153,0.045394182208033956,0.16849863751318483,0.7584666666666666,0.6376666666666667,0.18420000000000003,5
0.7,1,gradient_boosting,stable_only,0.909,0.9086101197545378,0.973159709798946,0.06730440632687826,0.21962397553042762,0.8996666666666666,0.8996143244075838,0.9693077620991492,0.07171267495053457,0.2356194115802462,0.8988666666666667,0.889,0.0007999999999999119,5
0.7,1,logistic_regression,all_features,0.9545,0.9539046754280205,0.9919031139787791,0.0344783677280865,0.11573966680824083,0.9536666666666667,0.9536155753194293,0.9918748519154199,0.0341571357447636,0.11526579712003157,0.7942666666666667,0.693,0.1594,5
0.7,1,logistic_regression,stable_only,0.9175,0.9172938020086371,0.978474450060183,0.05808523044759576,0.18774610336092318,0.9096666666666666,0.909606949628794,0.9758814949952412,0.06275873051488377,0.19862414915931553,0.9121333333333332,0.9043333333333333,-0.002466666666666617,5
0.7,1,mlp,all_features,0.956,0.9559025888187005,0.9909490063550382,0.03655713710245181,0.12902870391282573,0.95,0.950074214546051,0.9908146441146909,0.03691469767060182,0.13055435152053252,0.7395333333333333,0.602,0.2104666666666667,5
0.7,1,mlp,stable_only,0.919,0.9191032991879061,0.9782058567375332,0.05879680038031845,0.19028354774421083,0.907,0.9070891228014024,0.9757201300343757,0.0631638486339919,0.1997564523076594,0.9122666666666668,0.9046666666666666,-0.005266666666666753,5
0.7,1,random_forest,all_features,0.9485,0.9482211204550852,0.9867136504538526,0.04260038808743512,0.1519242129416362,0.944,0.9439516811961811,0.9867978568243819,0.04316394352342002,0.15298377498065582,0.7187333333333334,0.554,0.2252666666666665,5
0.7,1,random_forest,stable_only,0.9085,0.9082738769942804,0.9727247489704758,0.06546013364232565,0.21666601308398156,0.9033333333333333,0.9033237181154172,0.9704126453229278,0.0687138630308936,0.22600794247338846,0.9033333333333333,0.897,0.0,5
0.7,1,rbf_svm,all_features,0.953,0.9525191147244263,0.9890828840909569,0.03743297972468051,0.13209220367182975,0.9523333333333334,0.9523006509275818,0.9898415645021981,0.03615111082169071,0.1272466721986658,0.7746666666666667,0.661,0.17766666666666664,5
0.7,1,rbf_svm,stable_only,0.922,0.9216389003308307,0.9768919543271086,0.059695445664028006,0.19713267368115295,0.9093333333333333,0.909343564672009,0.9742491750605341,0.06426546243400139,0.20803345074625523,0.9100666666666667,0.903,-0.0007333333333333636,5
0.7,2,gradient_boosting,all_features,0.94,0.9402037188747547,0.9877884708680809,0.0453263343512787,0.17097023422640553,0.946,0.9459963484379528,0.9902315381894012,0.0407130678377399,0.1487372682853333,0.7293333333333334,0.5793333333333334,0.21666666666666656,5
0.7,2,gradient_boosting,stable_only,0.8965,0.8964785823102877,0.9623931316150368,0.07751013486919789,0.2720091062265367,0.9146666666666666,0.9146620705103476,0.9751777336493043,0.062418651588042585,0.21061219859389635,0.9025333333333332,0.897,0.01213333333333344,5
0.7,2,logistic_regression,all_features,0.949,0.9491893157122409,0.9899070831470295,0.03845439722975407,0.13012318542524506,0.9596666666666667,0.95966703940807,0.9938502112892644,0.029752357222103457,0.10066601672281619,0.7748,0.6533333333333333,0.18486666666666662,5
0.7,2,logistic_regression,stable_only,0.9025,0.9025653413836598,0.9692091014303134,0.06987082073310925,0.22514691466240241,0.9213333333333333,0.9213287490288872,0.9801172979863076,0.055343998937175135,0.18048921465555456,0.9099999999999999,0.9056666666666666,0.011333333333333417,5
0.7,2,mlp,all_features,0.9475,0.9477143894585536,0.9897220296665736,0.03868085612839657,0.13137213482221424,0.96,0.9599981511078242,0.9937164332736592,0.02994940020382446,0.10203156465144225,0.7710666666666667,0.6496666666666666,0.1889333333333333,5
0.7,2,mlp,stable_only,0.897,0.897276312854415,0.9690280491061917,0.0708161280766071,0.22799277287213027,0.9206666666666666,0.9206505256009344,0.9799288532068502,0.05548540571863643,0.18185675959729883,0.9095333333333333,0.906,0.011133333333333328,5
