rho_train,replicate,model,feature_condition,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,validation_brier_score,validation_log_loss,iid_accuracy,iid_balanced_accuracy,iid_roc_auc,iid_brier_score,iid_log_loss,average_ood_accuracy,worst_ood_accuracy,ood_gap,n_ood_environments,d3_flip_rate_spurious,d3_probability_sensitivity_spurious,auxiliary_train_r2_spurious,d3_flip_rate_noise,d3_probability_sensitivity_noise,auxiliary_train_r2_noise,d3_excess,d3_probability_sensitivity_excess,iid_accuracy_all,iid_accuracy_stable_only,raw_loco,loco_normalized
0.0,2,gradient_boosting,all_features,0.9035,0.9035826353816253,0.9642696739357675,0.0766401858171273,0.26188448694711475,0.9133333333333333,0.9133269570257014,0.9744226211957709,0.06433616323534926,0.21460174923892134,0.9034166666666666,0.8966666666666666,0.009916666666666685,4,0.027,0.02796341569032572,0.0008387564453840035,0.029,0.02629739047167848,0.0010306740088690258,-0.0020000000000000018,0.0016660252186472373,0.9035,0.8965,0.007000000000000006,0.06763285024154593
0.0,2,logistic_regression,all_features,0.9025,0.9025483364692396,0.9690960687638728,0.06999466912758728,0.2253839899091251,0.9206666666666666,0.9206638589579714,0.9801506313789002,0.05531807091521036,0.18039599751069899,0.9106666666666666,0.9066666666666666,0.010000000000000009,4,0.0015,0.002043203397479467,0.0008387564453840035,0.001,0.0011054846503845861,0.0010306740088690258,0.0005,0.0009377187470948807,0.9025,0.9025,0.0,0.0
0.0,2,mlp,all_features,0.9025,0.902514326640399,0.9685139005172495,0.07044949324082886,0.22903586881639826,0.9203333333333333,0.9203274139154025,0.9799239643092699,0.056559413229081486,0.18929689048498774,0.907,0.9013333333333333,0.013333333333333308,4,0.008,0.00846891904550456,0.0008387564453840035,0.0065,0.00883960662444686,0.0010306740088690258,0.0015000000000000005,-0.0003706875789423001,0.9025,0.897,0.005499999999999949,0.0533980582524267
0.0,2,random_forest,all_features,0.8965,0.8965295970535485,0.9624966615351837,0.07598261114458428,0.25018111155814676,0.9136666666666666,0.9136642909587396,0.9743683988771537,0.06305575430953331,0.21321814354620525,0.9015833333333333,0.893,0.012083333333333335,4,0.0145,0.019058619336219332,0.0008387564453840035,0.0105,0.017649238888888887,0.0010306740088690258,0.004,0.0014093804473304453,0.8965,0.8975,-0.0010000000000000009,-0.009756097560975615
0.0,2,rbf_svm,all_features,0.8975,0.8975298861370936,0.9658251234606803,0.07267258368161619,0.23892966818346328,0.9203333333333333,0.9203309694772791,0.9775981823967687,0.05752133946446825,0.1914463108654251,0.9057499999999999,0.9,0.014583333333333393,4,0.0115,0.018139974657979153,0.0008387564453840035,0.015,0.018487979313236255,0.0010306740088690258,-0.0034999999999999996,-0.00034800465525710103,0.8975,0.898,-0.000500000000000056,-0.004901960784314275
0.0,3,gradient_boosting,all_features,0.8925,0.8924957921591649,0.9659762440757702,0.07847407899243092,0.25447365479086187,0.8946666666666667,0.8946248513079343,0.966593812186635,0.07688510943711929,0.25498010218568923,0.8986666666666666,0.8883333333333333,-0.0039999999999998925,4,0.0245,0.022679899630920316,0.0006488773584456542,0.025,0.024321448320273813,0.00038766512038701517,-0.0005000000000000004,-0.0016415486893534975,0.8925,0.894,-0.0015000000000000568,-0.014150943396226953
0.0,3,logistic_regression,all_features,0.9075,0.9076320181934736,0.9747659560424394,0.06419369584199675,0.20355457891233186,0.9013333333333333,0.9011706373470001,0.9743460328401019,0.06533272343124354,0.20344446474151653,0.9120833333333334,0.9063333333333333,-0.010750000000000037,4,0.0015,0.0011419670083969156,0.0006488773584456542,0.0,0.000787794078343206,0.00038766512038701517,0.0015,0.00035417293005370954,0.9075,0.9085,-0.0010000000000000009,-0.010928961748633887
0.0,3,mlp,all_features,0.9065,0.9065689320834988,0.9741659074385025,0.06472671190801804,0.20721353003652732,0.899,0.8990150192882792,0.9735842847772676,0.06637795656467806,0.20856934965764673,0.9109166666666666,0.9056666666666666,-0.011916666666666575,4,0.015,0.009973681100072447,0.0006488773584456542,0.0075,0.010334985013926464,0.00038766512038701517,0.0075,-0.0003613039138540171,0.9065,0.906,0.0004999999999999449,0.005319148936169629
0.0,3,random_forest,all_features,0.8945,0.8945409578175832,0.9673763574849563,0.07281139600187062,0.2373635174209089,0.8956666666666667,0.8955242298584785,0.9675120899156207,0.07202075829501255,0.2347573149005402,0.9014166666666666,0.8946666666666667,-0.005749999999999922,4,0.0185,0.018721907070707068,0.0006488773584456542,0.0155,0.018254199134199133,0.00038766512038701517,0.002999999999999999,0.00046770793650793493,0.8945,0.897,-0.0025000000000000577,-0.02427184466019474
0.0,3,rbf_svm,all_features,0.903,0.9030911503831811,0.971947727765949,0.0669944221596613,0.21470012272359765,0.9006666666666666,0.9004880434903448,0.971202543607075,0.06827521122719715,0.21807178719298706,0.9060833333333332,0.8996666666666666,-0.005416666666666625,4,0.0175,0.01614029303784345,0.0006488773584456542,0.013,0.015235155677012722,0.00038766512038701517,0.004500000000000002,0.0009051373608307284,0.903,0.9055,-0.0024999999999999467,-0.026455026455025885
0.0,4,gradient_boosting,all_features,0.9115,0.9114947034523311,0.9727647548827938,0.06734051353434459,0.22296330324484945,0.911,0.9112385904553856,0.9749852794415617,0.06489327955194014,0.21301472728719592,0.89725,0.8863333333333333,0.01375000000000004,4,0.0255,0.0237457821433903,0.0007971158914189536,0.021,0.02408339257314693,0.0007554864096686043,0.004499999999999997,-0.00033761042975663166,0.9115,0.916,-0.0045000000000000595,-0.053571428571429304
0.0,4,logistic_regression,all_features,0.9225,0.9225278027502248,0.9787938091442824,0.057803215819246107,0.1870472970033138,0.9193333333333333,0.9194674270954337,0.9799609171397111,0.05688992124495209,0.18190960865564432,0.9055,0.899,0.013833333333333364,4,0.004,0.0034621632888169147,0.0007971158914189536,0.008,0.007283727733455601,0.0007554864096686043,-0.004,-0.0038215644446386865,0.9225,0.9195,0.0030000000000000027,0.037267080745341644
0.0,4,mlp,all_features,0.9205,0.9205277847500628,0.9777788000092,0.059216979919929386,0.1939333889545923,0.9203333333333333,0.9205779175613149,0.9791581797384632,0.05756296356184248,0.18758280460872884,0.903,0.8916666666666667,0.01733333333333331,4,0.012,0.013066570049101904,0.0007971158914189536,0.0115,0.012433960268345359,0.0007554864096686043,0.0005000000000000004,0.0006326097807565455,0.9205,0.9225,-0.0020000000000000018,-0.025806451612903243
0.0,4,random_forest,all_features,0.9125,0.9125127126144135,0.973357760219842,0.0649097407469027,0.21817439765571517,0.911,0.9112892896596749,0.9752567870224268,0.06309910527516703,0.21169168676848094,0.8988333333333334,0.892,0.012166666666666659,4,0.0145,0.01866916507936508,0.0007971158914189536,0.0115,0.01782266955266956,0.0007554864096686043,0.003000000000000001,0.0008464955266955197,0.9125,0.9145,-0.0020000000000000018,-0.023391812865497092
