rho_train,replicate,model,d2_original_accuracy,d2_conditional_permuted_accuracy,d2_conditional_permutation_drop,d4_n_consistent,d4_n_contradictory,d4_accuracy_consistent,d4_accuracy_contradictory,d4_accuracy_gap,d6_measure,d6_value,d6_split_count,d6_note
0.7,1,random_forest,0.9485,0.851,0.09750000000000003,1676,324,0.9815035799522673,0.7777777777777778,0.20372580217448955,impurity_importance_fraction,0.439002927131183,12131.0,Native impurity importance and split count; audit only.
0.7,1,gradient_boosting,0.9455,0.859,0.08650000000000002,1676,324,0.9719570405727923,0.808641975308642,0.1633150652641503,private_histgb_gain_fraction,0.48788336120304493,1023.0,Audit based on sklearn private tree nodes; version-sensitive.
0.7,1,mlp,0.956,0.8585,0.09749999999999992,1676,324,0.986873508353222,0.7962962962962963,0.19057721205692568,normalized_first_layer_absolute_weight,0.19371075592397446,,First-layer weight audit; not a causal or cross-family importance.
0.7,2,logistic_regression,0.949,0.866,0.08299999999999996,1668,332,0.9850119904076738,0.7680722891566265,0.21693970125104733,normalized_absolute_standardized_coefficient,0.2176591962208111,,Within-model normalized coefficient; not cross-family comparable.
0.7,2,rbf_svm,0.95,0.85,0.09999999999999998,1668,332,0.987410071942446,0.7620481927710844,0.22536187917136163,not_applicable,,,RBF kernel has no meaningful input-space feature weight.
0.7,2,random_forest,0.941,0.822,0.119,1668,332,0.9850119904076738,0.7198795180722891,0.26513247233538473,impurity_importance_fraction,0.45062283062762615,11686.0,Native impurity importance and split count; audit only.
0.7,2,gradient_boosting,0.94,0.8445,0.09549999999999992,1668,332,0.9760191846522782,0.7590361445783133,0.21698304007396496,private_histgb_gain_fraction,0.5092807479716093,1026.0,Audit based on sklearn private tree nodes; version-sensitive.
0.7,2,mlp,0.9475,0.844,0.10350000000000004,1668,332,0.9844124700239808,0.7620481927710844,0.22236427725289643,normalized_first_layer_absolute_weight,0.19926201987686298,,First-layer weight audit; not a causal or cross-family importance.
0.7,3,logistic_regression,0.952,0.866,0.08599999999999997,1716,284,0.9790209790209791,0.7887323943661971,0.19028858465478193,normalized_absolute_standardized_coefficient,0.20476617624267582,,Within-model normalized coefficient; not cross-family comparable.
0.7,3,rbf_svm,0.95,0.855,0.09499999999999997,1716,284,0.9796037296037297,0.7711267605633803,0.2084769690403494,not_applicable,,,RBF kernel has no meaningful input-space feature weight.
0.7,3,random_forest,0.946,0.8395,0.10649999999999993,1716,284,0.9836829836829837,0.7183098591549296,0.26537312452805406,impurity_importance_fraction,0.4588509380232687,11936.0,Native impurity importance and split count; audit only.
0.7,3,gradient_boosting,0.9445,0.8365,0.10799999999999998,1716,284,0.9772727272727273,0.7464788732394366,0.23079385403329067,private_histgb_gain_fraction,0.49543775844500776,1069.0,Audit based on sklearn private tree nodes; version-sensitive.
0.7,3,mlp,0.9495,0.857,0.09250000000000003,1716,284,0.9825174825174825,0.75,0.2325174825174825,normalized_first_layer_absolute_weight,0.20329537541440487,,First-layer weight audit; not a causal or cross-family importance.
0.7,4,logistic_regression,0.9565,0.8715,0.08499999999999996,1665,335,0.9819819819819819,0.8298507462686567,0.1521312357133252,normalized_absolute_standardized_coefficient,0.20211323239837545,,Within-model normalized coefficient; not cross-family comparable.
0.7,4,rbf_svm,0.9515,0.8755,0.07600000000000007,1665,335,0.9795795795795795,0.8119402985074626,0.1676392810721169,not_applicable,,,RBF kernel has no meaningful input-space feature weight.
0.7,4,random_forest,0.9485,0.846,0.10250000000000004,1665,335,0.9867867867867868,0.7582089552238805,0.22857783156290623,impurity_importance_fraction,0.4697124864661943,11600.0,Native impurity importance and split count; audit only.
0.7,4,gradient_boosting,0.949,0.8685,0.0804999999999999,1665,335,0.9813813813813814,0.7880597014925373,0.19332167988884408,private_histgb_gain_fraction,0.5227092487992451,1014.0,Audit based on sklearn private tree nodes; version-sensitive.
0.7,4,mlp,0.9545,0.856,0.09850000000000003,1665,335,0.984984984984985,0.8029850746268656,0.18199991035811935,normalized_first_layer_absolute_weight,0.2018534099857226,,First-layer weight audit; not a causal or cross-family importance.
