rho_train,replicate,metric,model,score,rank,is_best
0.9,9,average_ood,mlp,0.5980666666666666,1.0,True
0.9,9,average_ood,random_forest,0.41133333333333344,5.0,False
0.9,9,average_ood,rbf_svm,0.5584666666666667,2.0,False
0.9,10,average_ood,gradient_boosting,0.4406666666666667,4.0,False
0.9,10,average_ood,logistic_regression,0.543,3.0,False
0.9,10,average_ood,mlp,0.5822,1.0,True
0.9,10,average_ood,random_forest,0.4022,5.0,False
0.9,10,average_ood,rbf_svm,0.5446000000000001,2.0,False
0.9,11,average_ood,gradient_boosting,0.44493333333333335,4.0,False
0.9,11,average_ood,logistic_regression,0.5611999999999999,1.0,True
0.9,11,average_ood,mlp,0.5578000000000001,2.0,False
0.9,11,average_ood,random_forest,0.4046,5.0,False
0.9,11,average_ood,rbf_svm,0.5560000000000002,3.0,False
0.9,12,average_ood,gradient_boosting,0.44206666666666666,4.0,False
0.9,12,average_ood,logistic_regression,0.5438,2.0,False
0.9,12,average_ood,mlp,0.557,1.0,True
0.9,12,average_ood,random_forest,0.3975333333333333,5.0,False
0.9,12,average_ood,rbf_svm,0.5359333333333334,3.0,False
0.9,13,average_ood,gradient_boosting,0.44913333333333333,4.0,False
0.9,13,average_ood,logistic_regression,0.5455333333333333,3.0,False
0.9,13,average_ood,mlp,0.6707333333333333,1.0,True
0.9,13,average_ood,random_forest,0.3990666666666667,5.0,False
0.9,13,average_ood,rbf_svm,0.5476666666666667,2.0,False
0.9,14,average_ood,gradient_boosting,0.4524,4.0,False
0.9,14,average_ood,logistic_regression,0.5404,2.0,False
0.9,14,average_ood,mlp,0.5860666666666666,1.0,True
0.9,14,average_ood,random_forest,0.40226666666666666,5.0,False
0.9,14,average_ood,rbf_svm,0.5342,3.0,False
0.9,15,average_ood,gradient_boosting,0.4413333333333333,4.0,False
0.9,15,average_ood,logistic_regression,0.5524666666666667,3.0,False
0.9,15,average_ood,mlp,0.6258000000000001,1.0,True
0.9,15,average_ood,random_forest,0.40873333333333334,5.0,False
0.9,15,average_ood,rbf_svm,0.5635333333333333,2.0,False
0.9,16,average_ood,gradient_boosting,0.44926666666666665,4.0,False
0.9,16,average_ood,logistic_regression,0.5477333333333333,3.0,False
0.9,16,average_ood,mlp,0.6161333333333333,1.0,True
0.9,16,average_ood,random_forest,0.40713333333333335,5.0,False
0.9,16,average_ood,rbf_svm,0.5535333333333333,2.0,False
0.9,17,average_ood,gradient_boosting,0.4496666666666667,4.0,False
0.9,17,average_ood,logistic_regression,0.5492666666666666,3.0,False
0.9,17,average_ood,mlp,0.6202,1.0,True
0.9,17,average_ood,random_forest,0.4096,5.0,False
0.9,17,average_ood,rbf_svm,0.5516,2.0,False
0.9,18,average_ood,gradient_boosting,0.44173333333333337,4.0,False
0.9,18,average_ood,logistic_regression,0.5248,3.0,False
0.9,18,average_ood,mlp,0.5986666666666667,1.0,True
0.9,18,average_ood,random_forest,0.40953333333333336,5.0,False
0.9,18,average_ood,rbf_svm,0.5390666666666667,2.0,False
0.9,19,average_ood,gradient_boosting,0.4484666666666667,4.0,False
0.9,19,average_ood,logistic_regression,0.5326666666666666,3.0,False
0.9,19,average_ood,mlp,0.5924666666666667,1.0,True
0.9,19,average_ood,random_forest,0.4066666666666666,5.0,False
0.9,19,average_ood,rbf_svm,0.5486,2.0,False
