rho_train,replicate,model,d3_flip_rate_spurious,d3_probability_sensitivity_spurious,auxiliary_train_r2_spurious,d3_flip_rate_noise,d3_probability_sensitivity_noise,auxiliary_train_r2_noise,d3_excess,d3_probability_sensitivity_excess
0.0,3,rbf_svm,0.0175,0.01614029303784345,0.0006488773584456542,0.013,0.015235155677012722,0.00038766512038701517,0.004500000000000002,0.0009051373608307284
0.0,3,random_forest,0.0185,0.018721907070707068,0.0006488773584456542,0.0155,0.018254199134199133,0.00038766512038701517,0.002999999999999999,0.00046770793650793493
0.0,3,gradient_boosting,0.0245,0.022679899630920316,0.0006488773584456542,0.025,0.024321448320273813,0.00038766512038701517,-0.0005000000000000004,-0.0016415486893534975
0.0,3,mlp,0.015,0.009973681100072447,0.0006488773584456542,0.0075,0.010334985013926464,0.00038766512038701517,0.0075,-0.0003613039138540171
0.0,4,logistic_regression,0.004,0.0034621632888169147,0.0007971158914189536,0.008,0.007283727733455601,0.0007554864096686043,-0.004,-0.0038215644446386865
0.0,4,rbf_svm,0.0125,0.01598381574853552,0.0007971158914189536,0.0175,0.019398609091820597,0.0007554864096686043,-0.005000000000000001,-0.0034147933432850767
0.0,4,random_forest,0.0145,0.01866916507936508,0.0007971158914189536,0.0115,0.01782266955266956,0.0007554864096686043,0.003000000000000001,0.0008464955266955197
0.0,4,gradient_boosting,0.0255,0.0237457821433903,0.0007971158914189536,0.021,0.02408339257314693,0.0007554864096686043,0.004499999999999997,-0.00033761042975663166
0.0,4,mlp,0.012,0.013066570049101904,0.0007971158914189536,0.0115,0.012433960268345359,0.0007554864096686043,0.0005000000000000004,0.0006326097807565455
0.0,5,logistic_regression,0.0055,0.004300048908764844,0.00043674280188321646,0.0035,0.003446077683064763,2.89178048383798e-05,0.0019999999999999996,0.0008539712257000808
0.0,5,rbf_svm,0.0125,0.014811702379315481,0.00043674280188321646,0.0115,0.017207241648720995,2.89178048383798e-05,0.0010000000000000009,-0.002395539269405514
0.0,5,random_forest,0.0125,0.018564507936507935,0.00043674280188321646,0.0155,0.017321859523809522,2.89178048383798e-05,-0.002999999999999999,0.0012426484126984126
0.0,5,gradient_boosting,0.0255,0.025520386075741502,0.00043674280188321646,0.026,0.028319038133677046,2.89178048383798e-05,-0.0005000000000000004,-0.002798652057935544
0.0,5,mlp,0.011,0.009002086507894318,0.00043674280188321646,0.0105,0.011274975206891608,2.89178048383798e-05,0.0004999999999999987,-0.0022728886989972896
0.0,6,logistic_regression,0.005,0.0024747248263714723,0.0007165192189187986,0.0055,0.003938483186828367,0.000531007332207234,-0.0004999999999999996,-0.0014637583604568943
0.0,6,rbf_svm,0.0115,0.014894646062819355,0.0007165192189187986,0.0185,0.019086351914195165,0.000531007332207234,-0.006999999999999999,-0.0041917058513758106
0.0,6,random_forest,0.016,0.01763058888888889,0.0007165192189187986,0.0125,0.017466269047619047,0.000531007332207234,0.0034999999999999996,0.00016431984126984156
0.0,6,gradient_boosting,0.0255,0.02239398633978952,0.0007165192189187986,0.035,0.02794821486282725,0.000531007332207234,-0.009500000000000005,-0.005554228523037729
0.0,6,mlp,0.011,0.008021359765154305,0.0007165192189187986,0.011,0.009836576719532232,0.000531007332207234,0.0,-0.001815216954377927
0.0,7,logistic_regression,0.0005,0.0003173717829225939,0.0008659446250386393,0.0065,0.004980567682919752,0.0005640883361243132,-0.006,-0.004663195899997158
0.0,7,rbf_svm,0.0115,0.013064581950303786,0.0008659446250386393,0.0115,0.01518711302639472,0.0005640883361243132,0.0,-0.0021225310760909343
0.0,7,random_forest,0.0125,0.016150372077922075,0.0008659446250386393,0.0125,0.015841341991341993,0.0005640883361243132,0.0,0.0003090300865800817
0.0,7,gradient_boosting,0.0195,0.020815557799294324,0.0008659446250386393,0.019,0.021132211033123568,0.0005640883361243132,0.0005000000000000004,-0.00031665323382924424
0.0,7,mlp,0.009,0.008904421646323556,0.0008659446250386393,0.013,0.010657814322000494,0.0005640883361243132,-0.004,-0.0017533926756769375
0.0,8,logistic_regression,0.0035,0.0029615673239270033,0.0009268287671525544,0.0015,0.0009793103310314667,0.00017043864519217244,0.002,0.0019822569928955366
0.0,8,rbf_svm,0.01,0.01586842699468988,0.0009268287671525544,0.0185,0.018322042078738186,0.00017043864519217244,-0.008499999999999999,-0.0024536150840483058
