rho_train,replicate,model,d3_flip_rate_spurious,d3_probability_sensitivity_spurious,auxiliary_train_r2_spurious,d3_flip_rate_noise,d3_probability_sensitivity_noise,auxiliary_train_r2_noise,d3_excess,d3_probability_sensitivity_excess
0.9,5,gradient_boosting,0.098,0.10037726262222527,0.4790248635474672,0.004,0.0028044330246531435,2.89178048383798e-05,0.094,0.09757282959757212
0.9,5,mlp,0.0885,0.0993191398857677,0.4790248635474672,0.001,0.002846715714004894,2.89178048383798e-05,0.0875,0.0964724241717628
0.9,6,logistic_regression,0.088,0.10025064937397742,0.47994945246426013,0.0,0.00025850392176978945,0.000531007332207234,0.088,0.09999214545220762
0.9,6,rbf_svm,0.0895,0.09485224516946497,0.47994945246426013,0.0015,0.0016948502280347696,0.000531007332207234,0.088,0.0931573949414302
0.9,6,random_forest,0.0985,0.11222917460317461,0.47994945246426013,0.0,0.0018365523809523812,0.000531007332207234,0.0985,0.11039262222222222
0.9,6,gradient_boosting,0.097,0.09866602027098433,0.47994945246426013,0.0005,0.0013100374779201171,0.000531007332207234,0.0965,0.0973559827930642
0.9,6,mlp,0.084,0.10633085272672775,0.47994945246426013,0.003,0.010404356605565813,0.000531007332207234,0.081,0.09592649612116194
0.9,7,logistic_regression,0.0875,0.09981712884868332,0.47046705517793375,0.0,0.00013257342928485805,0.0005640883361243132,0.0875,0.09968455541939847
0.9,7,rbf_svm,0.0885,0.0944664649359365,0.47046705517793375,0.002,0.002433364240705082,0.0005640883361243132,0.0865,0.0920331006952314
0.9,7,random_forest,0.1045,0.11418916984126984,0.47046705517793375,0.001,0.002531919047619048,0.0005640883361243132,0.1035,0.1116572507936508
0.9,7,gradient_boosting,0.099,0.09998029389684941,0.47046705517793375,0.003,0.002406864133495837,0.0005640883361243132,0.096,0.09757342976335358
0.9,7,mlp,0.088,0.10449164907012777,0.47046705517793375,0.0035,0.010218431787699125,0.0005640883361243132,0.08449999999999999,0.09427321728242864
0.9,8,logistic_regression,0.093,0.1022629015714981,0.48451646400319925,0.0005,0.0016131944864127697,0.00017043864519217244,0.0925,0.10064970708508533
0.9,8,rbf_svm,0.0925,0.09921619530419092,0.48451646400319925,0.001,0.0022334353326064,0.00017043864519217244,0.0915,0.09698275997158451
0.9,8,random_forest,0.101,0.11089393326118327,0.48451646400319925,0.0,0.002304157142857143,0.00017043864519217244,0.101,0.10858977611832613
0.9,8,gradient_boosting,0.0945,0.09719338933383048,0.48451646400319925,0.0025,0.0023108590654210663,0.00017043864519217244,0.092,0.09488253026840941
0.9,8,mlp,0.095,0.09886639182677827,0.48451646400319925,0.006,0.011809775894333284,0.00017043864519217244,0.089,0.08705661593244499
0.9,9,logistic_regression,0.0795,0.09649845169626521,0.468083670991399,0.0,0.00013357404320360906,0.0010336083211166525,0.0795,0.0963648776530616
0.9,9,rbf_svm,0.083,0.08990414662802576,0.468083670991399,0.001,0.0017308467152332726,0.0010336083211166525,0.082,0.08817329991279249
0.9,9,random_forest,0.088,0.10508654047619047,0.468083670991399,0.0,0.0016624150793650798,0.0010336083211166525,0.088,0.10342412539682538
0.9,9,gradient_boosting,0.083,0.08861164105900915,0.468083670991399,0.001,0.0014180256407575794,0.0010336083211166525,0.082,0.08719361541825157
0.9,9,mlp,0.0825,0.1050271507558789,0.468083670991399,0.002,0.003980231895834579,0.0010336083211166525,0.0805,0.10104691886004433
0.9,10,logistic_regression,0.0935,0.10743280891965282,0.4819159824285979,0.0,0.00032346657205256743,0.00013354187055714117,0.0935,0.10710934234760025
0.9,10,rbf_svm,0.099,0.10482588293870239,0.4819159824285979,0.0005,0.003216705228287119,0.00013354187055714117,0.0985,0.10160917771041526
0.9,10,random_forest,0.1065,0.11992233903318904,0.4819159824285979,0.0005,0.0018107317460317467,0.00013354187055714117,0.106,0.11811160728715729
0.9,10,gradient_boosting,0.108,0.10956453369331277,0.4819159824285979,0.0015,0.0022781548913713722,0.00013354187055714117,0.1065,0.1072863788019414
0.9,10,mlp,0.093,0.10205983881707249,0.4819159824285979,0.0,0.0016186527834624455,0.00013354187055714117,0.093,0.10044118603361005
0.9,11,logistic_regression,0.0915,0.1042228887319147,0.4720045163132932,0.0005,0.0007226377218036132,0.0008733807194556409,0.091,0.10350025101011108
0.9,11,rbf_svm,0.096,0.09948275970093332,0.4720045163132932,0.0015,0.00276377434349572,0.0008733807194556409,0.0945,0.0967189853574376
0.9,11,random_forest,0.1075,0.1158400492063492,0.4720045163132932,0.0,0.0022078920634920644,0.0008733807194556409,0.1075,0.11363215714285714
0.9,11,gradient_boosting,0.1045,0.10477802363976951,0.4720045163132932,0.002,0.0022559438063878804,0.0008733807194556409,0.1025,0.10252207983338163
0.9,11,mlp,0.0935,0.1196899118580857,0.4720045163132932,0.0005,0.0036388792500300134,0.0008733807194556409,0.093,0.11605103260805569
0.9,12,logistic_regression,0.09,0.1040100838205957,0.47434686888418254,0.0,4.931013321187343e-05,0.0013962095705876143,0.09,0.10396077368738384
0.9,12,rbf_svm,0.0925,0.09677227628992244,0.47434686888418254,0.001,0.0015793919237059725,0.0013962095705876143,0.0915,0.09519288436621647
0.9,12,random_forest,0.103,0.11238562460317461,0.47434686888418254,0.0,0.0017669071428571416,0.0013962095705876143,0.103,0.11061871746031747
0.9,12,gradient_boosting,0.0945,0.09714722220156978,0.47434686888418254,0.0015,0.001040000410933376,0.0013962095705876143,0.093,0.09610722179063641
0.9,12,mlp,0.089,0.09823123377676797,0.47434686888418254,0.0,0.0010330203867107606,0.0013962095705876143,0.089,0.09719821339005721
0.9,13,logistic_regression,0.0865,0.10378816169174968,0.46905998519607217,0.0,0.0008246703072003953,0.00012695452140276675,0.0865,0.10296349138454929
0.9,13,rbf_svm,0.092,0.09743609885695037,0.46905998519607217,0.0015,0.002069697711672319,0.00012695452140276675,0.0905,0.09536640114527806
0.9,13,random_forest,0.107,0.11484453650793651,0.46905998519607217,0.001,0.0020504174603174605,0.00012695452140276675,0.106,0.11279411904761905
0.9,13,gradient_boosting,0.1045,0.10541349179411648,0.46905998519607217,0.0015,0.0021443153771398206,0.00012695452140276675,0.103,0.10326917641697665
0.9,13,mlp,0.086,0.0982712295156096,0.46905998519607217,0.0025,0.006389501327561616,0.00012695452140276675,0.08349999999999999,0.09188172818804798
0.9,14,logistic_regression,0.091,0.10157147643178473,0.47728362778284006,0.0,0.0002094200759837867,0.00012546049456851893,0.091,0.10136205635580094
0.9,14,rbf_svm,0.0905,0.09657557992680224,0.47728362778284006,0.0015,0.0021871258651633275,0.00012546049456851893,0.089,0.09438845406163891
0.9,14,random_forest,0.099,0.10911633571428572,0.47728362778284006,0.0,0.001941785714285716,0.00012546049456851893,0.099,0.10717455000000001
0.9,14,gradient_boosting,0.0965,0.09865307180694616,0.47728362778284006,0.001,0.0009837142689866308,0.00012546049456851893,0.0955,0.09766935753795952
0.9,14,mlp,0.0905,0.1127132900181132,0.47728362778284006,0.0015,0.007591435709145486,0.00012546049456851893,0.089,0.10512185430896771
0.9,15,logistic_regression,0.088,0.09851552580753094,0.47142473135508145,0.0005,0.0007884169078739761,0.0010212945832053233,0.0875,0.09772710889965697
0.9,15,rbf_svm,0.088,0.09406413937251065,0.47142473135508145,0.001,0.002625412674453579,0.0010212945832053233,0.087,0.09143872669805707
0.9,15,random_forest,0.0945,0.11168623015873015,0.47142473135508145,0.0005,0.001866619047619048,0.0010212945832053233,0.094,0.1098196111111111
0.9,15,gradient_boosting,0.096,0.09866295377965381,0.47142473135508145,0.0,0.0010300151313049242,0.0010212945832053233,0.096,0.09763293864834889
0.9,15,mlp,0.087,0.10690866375797631,0.47142473135508145,0.0045,0.009764018677275598,0.0010212945832053233,0.08249999999999999,0.09714464508070071
0.9,16,logistic_regression,0.0765,0.0941776256502554,0.4771930552417778,0.0,0.000575786509556802,8.563254576288148e-05,0.0765,0.0936018391406986
0.9,16,rbf_svm,0.0755,0.08725614089451385,0.4771930552417778,0.0015,0.002760317418965312,8.563254576288148e-05,0.074,0.08449582347554854
0.9,16,random_forest,0.0865,0.1007619611111111,0.4771930552417778,0.0015,0.0021740071428571427,8.563254576288148e-05,0.08499999999999999,0.09858795396825396
0.9,16,gradient_boosting,0.081,0.08208093180777402,0.4771930552417778,0.005,0.003120545348442427,8.563254576288148e-05,0.076,0.0789603864593316
0.9,16,mlp,0.0825,0.1031368872453609,0.4771930552417778,0.003,0.011166052393593607,8.563254576288148e-05,0.0795,0.09197083485176728
0.9,17,logistic_regression,0.093,0.1072796302100433,0.4717445795388361,0.0,0.00034268519847435795,0.0005920140962837328,0.093,0.10693694501156895
0.9,17,rbf_svm,0.0955,0.10078582576186243,0.4717445795388361,0.001,0.0023702833181048198,0.0005920140962837328,0.0945,0.09841554244375761
0.9,17,random_forest,0.1025,0.11457596984126985,0.4717445795388361,0.0,0.002398450000000001,0.0005920140962837328,0.1025,0.11217751984126985
0.9,17,gradient_boosting,0.1015,0.10382510910502471,0.4717445795388361,0.001,0.0019009077899551587,0.0005920140962837328,0.1005,0.10192420131506955
0.9,17,mlp,0.089,0.1063017681175302,0.4717445795388361,0.0005,0.0031464281064133627,0.0005920140962837328,0.0885,0.10315534001111684
0.9,18,logistic_regression,0.0915,0.10234434918645809,0.46368074522254066,0.0,0.0010221588598243658,0.00045695946261536946,0.0915,0.10132219032663373
0.9,18,rbf_svm,0.0925,0.09726566316444388,0.46368074522254066,0.0015,0.0022638981860085153,0.00045695946261536946,0.091,0.09500176497843536
0.9,18,random_forest,0.094,0.10815988095238095,0.46368074522254066,0.0005,0.002180750000000002,0.00045695946261536946,0.0935,0.10597913095238096
0.9,18,gradient_boosting,0.1,0.10181111464707066,0.46368074522254066,0.0005,0.0008160957347692479,0.00045695946261536946,0.0995,0.1009950189123014
0.9,18,mlp,0.088,0.10065683357343906,0.46368074522254066,0.0005,0.0023979090216302455,0.00045695946261536946,0.0875,0.09825892455180882
0.9,19,logistic_regression,0.084,0.09741452042996497,0.4903177628054274,0.0,4.3284856800116486e-05,0.0005294037615428682,0.084,0.09737123557316485
0.9,19,rbf_svm,0.084,0.08909237416949256,0.4903177628054274,0.0,0.0008160381582149404,0.0005294037615428682,0.084,0.08827633601127761
0.9,19,random_forest,0.0895,0.0994573253968254,0.4903177628054274,0.0,0.0012786380952380942,0.0005294037615428682,0.0895,0.09817868730158731
0.9,19,gradient_boosting,0.086,0.08860917705917827,0.4903177628054274,0.0005,0.0012299752140942073,0.0005294037615428682,0.08549999999999999,0.08737920184508406
0.9,19,mlp,0.08,0.1035789268830945,0.4903177628054274,0.0015,0.0036219946197486993,0.0005294037615428682,0.0785,0.0999569322633458
