rho_train,replicate,model,feature_condition,environment_type,rho_environment,rho_ood,accuracy,balanced_accuracy,roc_auc,brier_score,log_loss
0.5,2,rbf_svm,stable_only,iid_test,0.5,,0.919,0.9189994115545095,0.9783932949214131,0.0564710174512888,0.18871853937723737
0.5,2,rbf_svm,stable_only,ood,0.3,0.3,0.9133333333333333,0.9128813849082611,0.9766151594101211,0.060674669503221895,0.19868607378625053
0.5,2,rbf_svm,stable_only,ood,0.0,0.0,0.9056666666666666,0.9057412733525073,0.9734230432295563,0.06564947012719306,0.21192468043956827
0.5,2,rbf_svm,stable_only,ood,-0.3,-0.3,0.913,0.9129102788215482,0.9757180379527359,0.061893566430332926,0.20206642383927093
0.5,2,rbf_svm,stable_only,ood,-0.6,-0.6,0.907,0.9071090407757354,0.9740607787502484,0.06570233971680248,0.21013424427629498
0.5,2,rbf_svm,stable_only,ood,-0.9,-0.9,0.9063333333333333,0.9064811916685636,0.9747022962667881,0.06396262889401379,0.20645043106958152
0.5,2,random_forest,all_features,iid_validation,0.5,,0.9125,0.9127212764488937,0.9739309660491882,0.06371328267530073,0.21302323455615174
0.5,2,random_forest,all_features,iid_test,0.5,,0.9286666666666666,0.928663873180219,0.9807372990885317,0.05406848992673415,0.18781166308460692
0.5,2,random_forest,all_features,ood,0.3,0.3,0.9016666666666666,0.9014845807682101,0.965296043551739,0.07343128657237771,0.2422803019404808
0.5,2,random_forest,all_features,ood,0.0,0.0,0.868,0.8680272489809633,0.9470425379758115,0.09211600492166994,0.2940749213064467
0.5,2,random_forest,all_features,ood,-0.3,-0.3,0.8296666666666667,0.8295056648130728,0.9136316066515985,0.11903318658387578,0.3721610850815941
0.5,2,random_forest,all_features,ood,-0.6,-0.6,0.797,0.7972025126828051,0.8807513947861876,0.1413006129633143,0.43745944275555315
0.5,2,random_forest,all_features,ood,-0.9,-0.9,0.757,0.756958869223765,0.8348820211131345,0.16839857553075943,0.5140338114708695
0.5,2,random_forest,stable_only,iid_validation,0.5,,0.8975,0.897495876308253,0.96275523626328,0.07578014746430915,0.24841125855862511
0.5,2,random_forest,stable_only,iid_test,0.5,,0.9173333333333333,0.9173305196987016,0.9746679549652534,0.06219589292269332,0.21039930324649822
0.5,2,random_forest,stable_only,ood,0.3,0.3,0.9096666666666666,0.909249847294667,0.971426071920205,0.06617372077922423,0.2223267946996123
0.5,2,random_forest,stable_only,ood,0.0,0.0,0.903,0.9030705105383794,0.9683377490478545,0.07137800023642665,0.23279882770071647
0.5,2,random_forest,stable_only,ood,-0.3,-0.3,0.9046666666666666,0.9046033386030647,0.9705475956331768,0.06824435685599195,0.22551395144999264
0.5,2,random_forest,stable_only,ood,-0.6,-0.6,0.8953333333333333,0.8954880828987897,0.9677010339671066,0.0727596015643807,0.2357177495686079
0.5,2,random_forest,stable_only,ood,-0.9,-0.9,0.903,0.9030595549738221,0.9703654517840883,0.06879746155649402,0.22633371639642041
0.5,2,gradient_boosting,all_features,iid_validation,0.5,,0.9185,0.9187570207790052,0.9745226370421052,0.06433726910740342,0.22778155865201624
0.5,2,gradient_boosting,all_features,iid_test,0.5,,0.9336666666666666,0.9336598820620126,0.9824666354962409,0.05280812961036856,0.18133972224832762
0.5,2,gradient_boosting,all_features,ood,0.3,0.3,0.9036666666666666,0.9035432089311695,0.9692501322259005,0.07375377743302855,0.2536229241425453
0.5,2,gradient_boosting,all_features,ood,0.0,0.0,0.8736666666666667,0.8736641185749353,0.9504319933295376,0.09639269233864381,0.3396977795547218
0.5,2,gradient_boosting,all_features,ood,-0.3,-0.3,0.836,0.8359275942460935,0.9239122509696246,0.12592070824887125,0.44041681455325793
0.5,2,gradient_boosting,all_features,ood,-0.6,-0.6,0.809,0.8091496284201554,0.9012779963280004,0.14664587752283767,0.5163213637106063
0.5,2,gradient_boosting,all_features,ood,-0.9,-0.9,0.776,0.7758472285454132,0.8755224042510814,0.17212152862089727,0.5927228008009175
0.5,2,gradient_boosting,stable_only,iid_validation,0.5,,0.8965,0.8964785823102877,0.9623931316150368,0.07751013486919789,0.2720091062265367
0.5,2,gradient_boosting,stable_only,iid_test,0.5,,0.9146666666666666,0.9146620705103476,0.9751777336493043,0.062418651588042585,0.21061219859389635
0.5,2,gradient_boosting,stable_only,ood,0.3,0.3,0.9066666666666666,0.9063137199731452,0.9715988114805917,0.06786504033747244,0.2250580225191067
0.5,2,gradient_boosting,stable_only,ood,0.0,0.0,0.897,0.8970662943865979,0.966804804972979,0.07531333487469495,0.24745844902513353
0.5,2,gradient_boosting,stable_only,ood,-0.3,-0.3,0.907,0.9069315936699205,0.9701957121339567,0.06905572672032545,0.22978334715752494
0.5,2,gradient_boosting,stable_only,ood,-0.6,-0.6,0.8983333333333333,0.898394156104888,0.9671765578984672,0.07584988962552161,0.24417910317109362
0.5,2,gradient_boosting,stable_only,ood,-0.9,-0.9,0.9036666666666666,0.9037513515820623,0.968866485033007,0.0722077700261291,0.2392281511212913
0.5,2,mlp,all_features,iid_validation,0.5,,0.9115,0.911942051252812,0.9735933684834918,0.07579242949514822,0.27038470275603516
0.5,2,mlp,all_features,iid_test,0.5,,0.9273333333333333,0.927323426352758,0.9824155242942654,0.06653985677596608,0.2495064721859391
0.5,2,mlp,all_features,ood,0.3,0.3,0.8866666666666667,0.8865831224545401,0.9582718208352402,0.0898895483386509,0.3068769252637308
0.5,2,mlp,all_features,ood,0.0,0.0,0.8396666666666667,0.8396068925147973,0.9243048305294546,0.11520306006753579,0.37009391428279564
0.5,2,mlp,all_features,ood,-0.3,-0.3,0.7846666666666666,0.7847868959740794,0.8745014057556848,0.1457690591979955,0.44597847627056536
0.5,2,mlp,all_features,ood,-0.6,-0.6,0.744,0.7436119081635512,0.8354421317695542,0.16596709726650646,0.49640567744336883
0.5,2,mlp,all_features,ood,-0.9,-0.9,0.671,0.670704814477578,0.764411243740041,0.19728176373809014,0.5685845981880643
0.5,2,mlp,stable_only,iid_validation,0.5,,0.897,0.897276312854415,0.9690280491061917,0.0708161280766071,0.22799277287213027
0.5,2,mlp,stable_only,iid_test,0.5,,0.9206666666666666,0.9206505256009344,0.9799288532068502,0.05548540571863643,0.18185675959729883
0.5,2,mlp,stable_only,ood,0.3,0.3,0.9156666666666666,0.9156465534896062,0.9779975210982674,0.05905891248166811,0.19034810283395162
0.5,2,mlp,stable_only,ood,0.0,0.0,0.907,0.9070066522394806,0.9746137527617661,0.06436143832472138,0.20383927398229496
0.5,2,mlp,stable_only,ood,-0.3,-0.3,0.912,0.9121122612838346,0.9764956049017394,0.06173189276266148,0.19665781799608434
0.5,2,mlp,stable_only,ood,-0.6,-0.6,0.907,0.9069329555504864,0.9753871985151925,0.06386219393355952,0.2005120149187471
0.5,2,mlp,stable_only,ood,-0.9,-0.9,0.906,0.9059672348053722,0.9757715577338949,0.06280100968744197,0.19910009678852097
0.5,3,logistic_regression,all_features,iid_validation,0.5,,0.9295,0.9295257915891187,0.9833646525368556,0.050926187186401614,0.166288582982529
0.5,3,logistic_regression,all_features,iid_test,0.5,,0.9263333333333333,0.9262542940045135,0.9829480494936133,0.05186208850409001,0.16767925712402995
0.5,3,logistic_regression,all_features,ood,0.3,0.3,0.9086666666666666,0.9086580969870095,0.9754187376281306,0.06462178238530085,0.20198152812562994
0.5,3,logistic_regression,all_features,ood,0.0,0.0,0.8843333333333333,0.8843162039314824,0.9625807392118456,0.08057616417717457,0.2531512576761346
0.5,3,logistic_regression,all_features,ood,-0.3,-0.3,0.8593333333333333,0.8593216480764854,0.946006964204416,0.09874834524636507,0.3083075344712769
0.5,3,logistic_regression,all_features,ood,-0.6,-0.6,0.8456666666666667,0.8456751109706616,0.9320184415527846,0.10994583867768581,0.35177603840905225
0.5,3,logistic_regression,all_features,ood,-0.9,-0.9,0.8063333333333333,0.8063333333333333,0.9104675555555555,0.1314384847649683,0.4008844531263001
0.5,3,logistic_regression,stable_only,iid_validation,0.5,,0.9085,0.9086230984709762,0.9747529549893541,0.06414008174048857,0.20353872206500165
0.5,3,logistic_regression,stable_only,iid_test,0.5,,0.902,0.9018221031450456,0.9743371391090706,0.0653283485199155,0.20345558313869586
0.5,3,logistic_regression,stable_only,ood,0.3,0.3,0.9096666666666666,0.9097376419111479,0.976749665156593,0.06184835337414281,0.1945705151034092
0.5,3,logistic_regression,stable_only,ood,0.0,0.0,0.9113333333333333,0.9113396453585814,0.9764590169471788,0.06153884521879824,0.195785337223857
0.5,3,logistic_regression,stable_only,ood,-0.3,-0.3,0.9053333333333333,0.9053003357614386,0.9745342377077169,0.06487982132781138,0.20303791986455735
0.5,3,logistic_regression,stable_only,ood,-0.6,-0.6,0.9173333333333333,0.9173463578022143,0.9763178141079746,0.06054755695456575,0.1967042065697316
0.5,3,logistic_regression,stable_only,ood,-0.9,-0.9,0.9106666666666666,0.9106666666666667,0.9762955555555555,0.06179673211956663,0.19697677961000243
0.5,3,rbf_svm,all_features,iid_validation,0.5,,0.9255,0.9255074661047544,0.9809194544758126,0.05410106531283692,0.17803130613128923
0.5,3,rbf_svm,all_features,iid_test,0.5,,0.9256666666666666,0.9256650843236873,0.9803621971962513,0.05460016307592753,0.18100285324720228
0.5,3,rbf_svm,all_features,ood,0.3,0.3,0.9013333333333333,0.901313990875545,0.9704270925990383,0.07017567465181103,0.2250614715741072
0.5,3,rbf_svm,all_features,ood,0.0,0.0,0.8733333333333333,0.8733168266006397,0.9543949286908258,0.09046183975563608,0.28635620411464363
0.5,3,rbf_svm,all_features,ood,-0.3,-0.3,0.841,0.8409756999772365,0.932156360260642,0.11288352421164688,0.3541519948280088
0.5,3,rbf_svm,all_features,ood,-0.6,-0.6,0.8186666666666667,0.8187241407357331,0.9111661353142045,0.1297505183883488,0.41142326822527003
0.5,3,rbf_svm,all_features,ood,-0.9,-0.9,0.7803333333333333,0.7803333333333333,0.8814199999999999,0.15451582362459593,0.4780611300694513
0.5,3,rbf_svm,stable_only,iid_validation,0.5,,0.9055,0.9056048539931734,0.9738778841086129,0.06454522952366284,0.20891339679109475
0.5,3,rbf_svm,stable_only,iid_test,0.5,,0.9026666666666666,0.9024891329723961,0.9720625673978054,0.06800017042896536,0.21734782762777854
0.5,3,rbf_svm,stable_only,ood,0.3,0.3,0.9073333333333333,0.9073805132472631,0.9749746505870704,0.06411619128953926,0.2064151996086317
0.5,3,rbf_svm,stable_only,ood,0.0,0.0,0.912,0.9120063146919255,0.9748150103711526,0.0632668532027977,0.2057650179844881
0.5,3,rbf_svm,stable_only,ood,-0.3,-0.3,0.9043333333333333,0.9043311091509219,0.9729652465570225,0.06685839748668165,0.21353602891246518
0.5,3,rbf_svm,stable_only,ood,-0.6,-0.6,0.9136666666666666,0.9136735589147875,0.9735141576207855,0.0632188531861827,0.20982297625130453
0.5,3,rbf_svm,stable_only,ood,-0.9,-0.9,0.9096666666666666,0.9096666666666666,0.9742862222222222,0.06358443737718869,0.20746869667030407
0.5,3,random_forest,all_features,iid_validation,0.5,,0.9155,0.9155336582263163,0.9769046292749712,0.060708687727281434,0.20522150774535522
0.5,3,random_forest,all_features,iid_test,0.5,,0.915,0.9150392991739947,0.974866538448711,0.06272213137767783,0.21003250964980089
0.5,3,random_forest,all_features,ood,0.3,0.3,0.8946666666666667,0.8946740227751306,0.9642040951137535,0.07533904190996472,0.24528158269433634
0.5,3,random_forest,all_features,ood,0.0,0.0,0.8643333333333333,0.8643241239631625,0.9456746715875752,0.09383908121638448,0.2974354181617069
0.5,3,random_forest,all_features,ood,-0.3,-0.3,0.8376666666666667,0.8376038584111085,0.9224374181937174,0.1126014693531872,0.35327835741466124
0.5,3,random_forest,all_features,ood,-0.6,-0.6,0.8176666666666667,0.8177221046624346,0.8951091128169504,0.13119939957974133,0.4103137800924243
0.5,3,random_forest,all_features,ood,-0.9,-0.9,0.7546666666666667,0.7546666666666666,0.848300888888889,0.16164426019374992,0.49222650872966656
0.5,3,random_forest,stable_only,iid_validation,0.5,,0.897,0.8970366599694575,0.9678338945454581,0.07166348813566668,0.23453444241558422
0.5,3,random_forest,stable_only,iid_test,0.5,,0.8936666666666667,0.8934920123178174,0.9672870785205278,0.07201785496457948,0.23411099931515636
0.5,3,random_forest,stable_only,ood,0.3,0.3,0.9013333333333333,0.9013419963646208,0.9700445731807877,0.06947852991373804,0.22593516125999108
0.5,3,random_forest,stable_only,ood,0.0,0.0,0.9013333333333333,0.9013356053424214,0.970040546828854,0.06893609341126637,0.22536399054345777
0.5,3,random_forest,stable_only,ood,-0.3,-0.3,0.8953333333333333,0.8954088891418166,0.9673428430173001,0.07271340193496018,0.23492528247054248
0.5,3,random_forest,stable_only,ood,-0.6,-0.6,0.9043333333333333,0.9043558901453785,0.9669934784318902,0.07041956873527061,0.23453778204721265
0.5,3,random_forest,stable_only,ood,-0.9,-0.9,0.9006666666666666,0.9006666666666667,0.9687148888888888,0.07057330732484428,0.23085060379277828
0.5,3,gradient_boosting,all_features,iid_validation,0.5,,0.9175,0.9175338202394394,0.9772891604219942,0.06152059111952159,0.20838854760657818
0.5,3,gradient_boosting,all_features,iid_test,0.5,,0.9163333333333333,0.916233282564952,0.9766237173572277,0.06273444385481147,0.21722956983264347
0.5,3,gradient_boosting,all_features,ood,0.3,0.3,0.8966666666666666,0.8967210906671041,0.9685333880996232,0.07794534769359417,0.2620618263271045
0.5,3,gradient_boosting,all_features,ood,0.0,0.0,0.8723333333333333,0.8723201559472904,0.9522304755885691,0.09721709051071635,0.33608531818381465
0.5,3,gradient_boosting,all_features,ood,-0.3,-0.3,0.8396666666666667,0.839629453107216,0.9323141930343729,0.12167846759388272,0.417824314140879
0.5,3,gradient_boosting,all_features,ood,-0.6,-0.6,0.825,0.8250557020052722,0.9112945843828155,0.13627827811719162,0.4931452213677494
0.5,3,gradient_boosting,all_features,ood,-0.9,-0.9,0.7866666666666666,0.7866666666666666,0.8863186666666667,0.16444518660433835,0.5698564123613613
0.5,3,gradient_boosting,stable_only,iid_validation,0.5,,0.894,0.8940814205950682,0.9673553557838186,0.07565955064240928,0.2459782841525529
0.5,3,gradient_boosting,stable_only,iid_test,0.5,,0.894,0.8940667696857177,0.9666594034529911,0.0766820611129997,0.2542656880042718
0.5,3,gradient_boosting,stable_only,ood,0.3,0.3,0.8996666666666666,0.8997543518529632,0.9701601513896724,0.07288842004250025,0.23554000220244445
0.5,3,gradient_boosting,stable_only,ood,0.0,0.0,0.899,0.8989949293130506,0.969278988227064,0.0732568831806044,0.24011113862973624
0.5,3,gradient_boosting,stable_only,ood,-0.3,-0.3,0.8923333333333333,0.8922895800136581,0.9666108101667426,0.07729155100241597,0.25162521675652305
0.5,3,gradient_boosting,stable_only,ood,-0.6,-0.6,0.8983333333333333,0.898391675433649,0.9653776424840184,0.07587134600804987,0.25925858848439504
0.5,3,gradient_boosting,stable_only,ood,-0.9,-0.9,0.8956666666666667,0.8956666666666666,0.9666,0.07661966200985854,0.25186683264519183
0.5,3,mlp,all_features,iid_validation,0.5,,0.926,0.9260120069725648,0.9823575709632479,0.0524792764899037,0.1735139154444066
0.5,3,mlp,all_features,iid_test,0.5,,0.9253333333333333,0.9253549154539694,0.982265455636958,0.05313978070908466,0.17360634964129157
0.5,3,mlp,all_features,ood,0.3,0.3,0.9036666666666666,0.9036617843764044,0.9737810833145519,0.06634110334358657,0.20895493586723304
0.5,3,mlp,all_features,ood,0.0,0.0,0.8816666666666667,0.8816495265981064,0.960038506820694,0.08240457037097312,0.2583849285002393
0.5,3,mlp,all_features,ood,-0.3,-0.3,0.8503333333333334,0.8502500426815388,0.941444040945823,0.10166973576596665,0.3138151180415032
0.5,3,mlp,all_features,ood,-0.6,-0.6,0.834,0.8340260249368978,0.924815071120338,0.11557464539613106,0.3595936162070396
0.5,3,mlp,all_features,ood,-0.9,-0.9,0.7916666666666666,0.7916666666666667,0.8992862222222222,0.1383679041487406,0.4139122165743262
0.5,3,mlp,stable_only,iid_validation,0.5,,0.906,0.9062174036096924,0.9724747704564071,0.08929024540966324,0.3141512504906627
0.5,3,mlp,stable_only,iid_test,0.5,,0.905,0.9045046747673733,0.9728825693988948,0.0869104841115706,0.3069032236955767
0.5,3,mlp,stable_only,ood,0.3,0.3,0.902,0.9022141673101262,0.9751409053952353,0.08608094438162504,0.30632420980784364
0.5,3,mlp,stable_only,ood,0.0,0.0,0.907,0.9070282947798458,0.974645231914261,0.08549269865526317,0.3038872516562938
0.5,3,mlp,stable_only,ood,-0.3,-0.3,0.9016666666666666,0.901875142271796,0.9732626835306168,0.08773889401106223,0.31014648637236736
0.5,3,mlp,stable_only,ood,-0.6,-0.6,0.9143333333333333,0.9142842475662457,0.9738999492870631,0.08639456114171727,0.3071834103851705
0.5,3,mlp,stable_only,ood,-0.9,-0.9,0.907,0.907,0.9742475555555555,0.0868052160814176,0.30786524169326457
0.5,4,logistic_regression,all_features,iid_validation,0.5,,0.934,0.9340354063186569,0.9855788702098319,0.04682157036026326,0.15455779823491134
0.5,4,logistic_regression,all_features,iid_test,0.5,,0.9313333333333333,0.9314751333744857,0.9863788137809332,0.04718683399406827,0.1507196633050719
0.5,4,logistic_regression,all_features,ood,0.3,0.3,0.9153333333333333,0.9151423797067944,0.9767608600025175,0.060226529130273605,0.19646178993432536
0.5,4,logistic_regression,all_features,ood,0.0,0.0,0.8906666666666667,0.8906487296834464,0.9644921156060732,0.07812180646206261,0.24543028563723662
0.5,4,logistic_regression,all_features,ood,-0.3,-0.3,0.855,0.8549527783000188,0.9413921123382664,0.1022069370557277,0.327554448335118
0.5,4,logistic_regression,all_features,ood,-0.6,-0.6,0.825,0.8250032008194097,0.9179327685665308,0.1234309261591585,0.39667217624536133
0.5,4,logistic_regression,all_features,ood,-0.9,-0.9,0.8126666666666666,0.8128957236508725,0.9081343268986289,0.13355954587474242,0.4148087359892203
0.5,4,logistic_regression,stable_only,iid_validation,0.5,,0.9195,0.9195247757229815,0.9791378122403102,0.05714436695015326,0.18565864992189948
0.5,4,logistic_regression,stable_only,iid_test,0.5,,0.922,0.9221865054728456,0.9803714028025097,0.056290032200977835,0.18010507099299453
0.5,4,logistic_regression,stable_only,ood,0.3,0.3,0.909,0.9089410799801986,0.977338624990493,0.06080005726879088,0.191547597265836
0.5,4,logistic_regression,stable_only,ood,0.0,0.0,0.914,0.9139950158914572,0.9785381992763398,0.058555973475516734,0.18788841033096804
0.5,4,logistic_regression,stable_only,ood,-0.3,-0.3,0.909,0.9089387217939846,0.97415195835939,0.06451004343595676,0.20489735275090531
0.5,4,logistic_regression,stable_only,ood,-0.6,-0.6,0.9003333333333333,0.9002918080361906,0.9698829567035827,0.06995215474494797,0.22222483203283847
0.5,4,logistic_regression,stable_only,ood,-0.9,-0.9,0.9096666666666666,0.9097136654344893,0.9767931026512263,0.06197299237201723,0.19519686669921762
0.5,4,rbf_svm,all_features,iid_validation,0.5,,0.93,0.9300143701293312,0.9830848477636298,0.05006093261426224,0.16736030232034238
0.5,4,rbf_svm,all_features,iid_test,0.5,,0.9293333333333333,0.9295245481989329,0.9840733341753553,0.05029459926151812,0.16401892505773943
0.5,4,rbf_svm,all_features,ood,0.3,0.3,0.9103333333333333,0.9101295234350641,0.9732537953911344,0.06414458463413567,0.21329066985198772
0.5,4,rbf_svm,all_features,ood,0.0,0.0,0.8793333333333333,0.879287148920132,0.9565421646960313,0.08723773041000846,0.2791713266318663
0.5,4,rbf_svm,all_features,ood,-0.3,-0.3,0.839,0.8389202011272405,0.9284218676316791,0.11545432786261292,0.37220240390557024
0.5,4,rbf_svm,all_features,ood,-0.6,-0.6,0.8046666666666666,0.8044992851503319,0.8966144221809671,0.14171812954699217,0.4615296073587708
0.5,4,rbf_svm,all_features,ood,-0.9,-0.9,0.781,0.7813885199468724,0.878564291035687,0.158625490244251,0.5033007575332478
0.5,4,rbf_svm,stable_only,iid_validation,0.5,,0.92,0.9200172801555214,0.9772677954101587,0.05826170353709061,0.19413362596261435
0.5,4,rbf_svm,stable_only,iid_test,0.5,,0.9223333333333333,0.9225285027368675,0.9793267323562321,0.05728276524109515,0.18690975625811704
0.5,4,rbf_svm,stable_only,ood,0.3,0.3,0.9066666666666666,0.9066515917002881,0.9758948796856675,0.0626565984212284,0.1996844492576289
0.5,4,rbf_svm,stable_only,ood,0.0,0.0,0.9136666666666666,0.913666342067005,0.9766430468930212,0.060224823696275964,0.19660790994266003
0.5,4,rbf_svm,stable_only,ood,-0.3,-0.3,0.907,0.9069626506554236,0.9723367819019262,0.06650851440754979,0.21485732823379244
0.5,4,rbf_svm,stable_only,ood,-0.6,-0.6,0.8986666666666666,0.8986513880886839,0.9676326028352147,0.07251108135188825,0.23573046860640212
0.5,4,rbf_svm,stable_only,ood,-0.9,-0.9,0.91,0.9100190427421548,0.9755031391186997,0.06328007033035288,0.2037671170378559
0.5,4,random_forest,all_features,iid_validation,0.5,,0.928,0.9280113521021689,0.980197321775896,0.055144619241039444,0.19077564189836
0.5,4,random_forest,all_features,iid_test,0.5,,0.9223333333333333,0.9224778035325782,0.9814391992016209,0.05525369759671812,0.1882116880190736
0.5,4,random_forest,all_features,ood,0.3,0.3,0.9033333333333333,0.9031881152096299,0.9677209951079007,0.07068787992238981,0.23496136539456733
0.5,4,random_forest,all_features,ood,0.0,0.0,0.873,0.8729458997107048,0.948742217052727,0.09120573853199619,0.29073957422896574
0.5,4,random_forest,all_features,ood,-0.3,-0.3,0.8383333333333334,0.8382895117557565,0.9190764200844563,0.11462447360304466,0.3605948714909575
0.5,4,random_forest,all_features,ood,-0.6,-0.6,0.8006666666666666,0.8005836160723812,0.8795140444842768,0.1408213642604567,0.4417687475368758
0.5,4,random_forest,all_features,ood,-0.9,-0.9,0.765,0.7653222063977213,0.8475800515274201,0.16180387554734102,0.49387230067610594
0.5,4,random_forest,stable_only,iid_validation,0.5,,0.9145,0.9145367308305774,0.973407260665346,0.06442482496516422,0.21525069397139857
0.5,4,random_forest,stable_only,iid_test,0.5,,0.9103333333333333,0.9105714956621049,0.9753455106299332,0.06312459572423441,0.20958321926158177
0.5,4,random_forest,stable_only,ood,0.3,0.3,0.9073333333333333,0.9071546341955924,0.97400391136667,0.06481260128094393,0.21404443392213346
0.5,4,random_forest,stable_only,ood,0.0,0.0,0.9043333333333333,0.9043016936813291,0.9724614002704949,0.06616019428798281,0.2187223461921216
0.5,4,random_forest,stable_only,ood,-0.3,-0.3,0.899,0.8989423619250294,0.967662391401646,0.07139198682264988,0.23416909249252413
0.5,4,random_forest,stable_only,ood,-0.6,-0.6,0.8956666666666667,0.8956026076008792,0.9626886705218758,0.0761510548355323,0.2490682316378818
0.5,4,random_forest,stable_only,ood,-0.9,-0.9,0.9053333333333333,0.9054157131960335,0.972414249874204,0.06690232996041368,0.21980227544092057
0.5,4,gradient_boosting,all_features,iid_validation,0.5,,0.924,0.9240113161018448,0.9810578295204658,0.05609993845862196,0.19054709546604318
0.5,4,gradient_boosting,all_features,iid_test,0.5,,0.9216666666666666,0.9218952074131131,0.9821601063082263,0.056537030963308796,0.18486469657658958
0.5,4,gradient_boosting,all_features,ood,0.3,0.3,0.911,0.9108878677803283,0.9727320722726623,0.06946888981401046,0.2374977645946285
0.5,4,gradient_boosting,all_features,ood,0.0,0.0,0.8773333333333333,0.8772839941847623,0.9545878999142648,0.09371279703435456,0.3263399263968865
0.5,4,gradient_boosting,all_features,ood,-0.3,-0.3,0.8396666666666667,0.839622893090818,0.9278902929394346,0.12299175845092407,0.4407031470164892
0.5,4,gradient_boosting,all_features,ood,-0.6,-0.6,0.8053333333333333,0.8052941553037578,0.8990790531264893,0.1488406125453088,0.5432894749577034
0.5,4,gradient_boosting,all_features,ood,-0.9,-0.9,0.7853333333333333,0.7857024744896599,0.8886110711053503,0.16328735915464448,0.562613254019819
0.5,4,gradient_boosting,stable_only,iid_validation,0.5,,0.916,0.9160202441821976,0.9749412744714702,0.06363981004523284,0.20875466966923165
0.5,4,gradient_boosting,stable_only,iid_test,0.5,,0.909,0.9092880052798329,0.9743995702130612,0.06559450255646351,0.21533880257879437
0.5,4,gradient_boosting,stable_only,ood,0.3,0.3,0.903,0.9028818864227006,0.9726235467475923,0.06864011729592143,0.22218571320643726
0.5,4,gradient_boosting,stable_only,ood,0.0,0.0,0.9053333333333333,0.9053343828376708,0.9713638208120977,0.06847234906503416,0.23039891514146454
0.5,4,gradient_boosting,stable_only,ood,-0.3,-0.3,0.8956666666666667,0.8956049084433706,0.9665945751824844,0.07614934197995803,0.2508158898722753
0.5,4,gradient_boosting,stable_only,ood,-0.6,-0.6,0.8886666666666667,0.8885954804429934,0.9607437281721898,0.08177420880386028,0.2829248437879757
0.5,4,gradient_boosting,stable_only,ood,-0.9,-0.9,0.9013333333333333,0.9014151371130776,0.9698934424334882,0.07339888723751263,0.24013622382233044
0.5,4,mlp,all_features,iid_validation,0.5,,0.931,0.9310113791024119,0.9840178561607054,0.05000091466830396,0.17065885822865834
0.5,4,mlp,all_features,iid_test,0.5,,0.9293333333333333,0.9294231497903543,0.9847711153291268,0.05011191952869968,0.16846772466238988
0.5,4,mlp,all_features,ood,0.3,0.3,0.9086666666666666,0.9085619078075664,0.9715631989944488,0.0660777492963572,0.21750815201462767
0.5,4,mlp,all_features,ood,0.0,0.0,0.8716666666666667,0.8716280932340305,0.9528380840293855,0.08899041770373041,0.2775539576080696
0.5,4,mlp,all_features,ood,-0.3,-0.3,0.83,0.8299458780516099,0.921142050002689,0.11629885101677004,0.35978327846905134
0.5,4,mlp,all_features,ood,-0.6,-0.6,0.7893333333333333,0.7892047030706528,0.8843286103464709,0.14408189502642865,0.4397613941992303
0.5,4,mlp,all_features,ood,-0.9,-0.9,0.7666666666666667,0.7669211033055426,0.8655748650027827,0.15762619768644287,0.4692657470388385
0.5,4,mlp,stable_only,iid_validation,0.5,,0.9225,0.9225128026152235,0.9789788108092973,0.05695524659490108,0.18570931043992311
0.5,4,mlp,stable_only,iid_test,0.5,,0.922,0.9221358062685563,0.9803549477976088,0.05625798604383078,0.18031606138793882
0.5,4,mlp,stable_only,ood,0.3,0.3,0.908,0.908004157772985,0.977211418842255,0.06157538110475372,0.19316644413810236
0.5,4,mlp,stable_only,ood,0.0,0.0,0.915,0.9150028156168735,0.977973742539282,0.059448365857992194,0.19054797359439932
0.5,4,mlp,stable_only,ood,-0.3,-0.3,0.9083333333333333,0.9082920318464798,0.9739115052586338,0.06503520579433243,0.20660226247809502
0.5,4,mlp,stable_only,ood,-0.6,-0.6,0.8983333333333333,0.8983873204873781,0.969494412791897,0.07093094745568125,0.2268617851558497
0.5,4,mlp,stable_only,ood,-0.9,-0.9,0.9103333333333333,0.9103164188976546,0.9766428587938885,0.06202547087595118,0.19663801011675142
0.5,5,logistic_regression,all_features,iid_validation,0.5,,0.925,0.924962496249625,0.9836553655365536,0.051157720777445945,0.1646982578904291
0.5,5,logistic_regression,all_features,iid_test,0.5,,0.9296666666666666,0.9298749652681301,0.9839550986385106,0.05032154568789425,0.163143400682917
0.5,5,logistic_regression,all_features,ood,0.3,0.3,0.918,0.9179753561514481,0.978618464925462,0.05847634931561231,0.18723632216234878
0.5,5,logistic_regression,all_features,ood,0.0,0.0,0.896,0.8959720799180328,0.9636506183117031,0.07724853967946343,0.2463551887497803
0.5,5,logistic_regression,all_features,ood,-0.3,-0.3,0.877,0.8769415698965163,0.9515622562412247,0.08899971770709479,0.28577522848088577
0.5,5,logistic_regression,all_features,ood,-0.6,-0.6,0.8333333333333334,0.8331839617608774,0.9271675771219655,0.1151220838100902,0.35911943190429974
0.5,5,logistic_regression,all_features,ood,-0.9,-0.9,0.8293333333333334,0.8294030191470151,0.919963189599816,0.12119899171076123,0.37361536439901244
0.5,5,logistic_regression,stable_only,iid_validation,0.5,,0.9085,0.9085558555855586,0.9764676467646765,0.06216263992504295,0.19644709804448585
