seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss
0,gradient_boosting,all_features,-0.9,0.09266666666666666,0.09274121855642242,7.7570878340361835
0,mlp,all_features,0.9,0.9933333333333333,0.9933608297851053,0.11966866147173567
0,mlp,all_features,0.6,0.91,0.9102619275835762,0.24907540455921792
0,mlp,all_features,0.3,0.8386666666666667,0.8386873249628091,0.3712239865642764
0,mlp,all_features,0.0,0.737,0.7370381300489248,0.53176985135298
0,mlp,all_features,-0.3,0.6763333333333333,0.6763323134796684,0.6802906964686766
0,mlp,all_features,-0.6,0.5693333333333334,0.569353830071216,0.8281703560130029
0,mlp,all_features,-0.9,0.42133333333333334,0.421516403644148,0.9839422533442307
0,logistic_regression,stable_only,0.9,0.9173333333333333,0.9173816855843737,0.18753028956752432
0,logistic_regression,stable_only,0.6,0.9086666666666666,0.9086045407420185,0.19968077413282898
0,logistic_regression,stable_only,0.3,0.914,0.9139709291032985,0.1885188952278595
0,logistic_regression,stable_only,0.0,0.9076666666666666,0.9076704545454546,0.20249045957749717
0,logistic_regression,stable_only,-0.3,0.9146666666666666,0.9146700705245698,0.19488625663632703
0,logistic_regression,stable_only,-0.6,0.9053333333333333,0.9053339253546462,0.2036789718906392
0,logistic_regression,stable_only,-0.9,0.9113333333333333,0.9112236770050282,0.20731647037542097
0,rbf_svm,stable_only,0.9,0.9176666666666666,0.9177385465420063,0.19605052659990702
0,rbf_svm,stable_only,0.6,0.9066666666666666,0.9066386167577458,0.209383654726362
0,rbf_svm,stable_only,0.3,0.9133333333333333,0.913289559127402,0.1988900851000642
0,rbf_svm,stable_only,0.0,0.9076666666666666,0.9076722323358744,0.21241270016343514
0,rbf_svm,stable_only,-0.3,0.911,0.9110038417846076,0.20321230329848677
0,rbf_svm,stable_only,-0.6,0.9076666666666666,0.9076613424749957,0.21490986257193315
0,rbf_svm,stable_only,-0.9,0.9133333333333333,0.9132025688256086,0.21713178047682558
0,random_forest,stable_only,0.9,0.9066666666666666,0.9066313882002424,0.21375602857773118
0,random_forest,stable_only,0.6,0.9013333333333333,0.9012227673736642,0.22710818291775348
0,random_forest,stable_only,0.3,0.9063333333333333,0.9062769597831706,0.22679810866371805
0,random_forest,stable_only,0.0,0.899,0.8989859483445215,0.23864263261221436
0,random_forest,stable_only,-0.3,0.91,0.910003395561592,0.2237136964283023
0,random_forest,stable_only,-0.6,0.9046666666666666,0.9046872354071414,0.2300084229459257
0,random_forest,stable_only,-0.9,0.9013333333333333,0.9012438748586507,0.23337874131011335
0,gradient_boosting,stable_only,0.9,0.9083333333333333,0.9082756167246612,0.2164818183868159
0,gradient_boosting,stable_only,0.6,0.9,0.899935269440952,0.2413800366057873
0,gradient_boosting,stable_only,0.3,0.9086666666666666,0.908627530636092,0.23153654560303227
0,gradient_boosting,stable_only,0.0,0.8886666666666667,0.888653430424394,0.2604425079640162
0,gradient_boosting,stable_only,-0.3,0.9046666666666666,0.9046718305276987,0.22880260474716968
0,gradient_boosting,stable_only,-0.6,0.8996666666666666,0.8996650546086327,0.241162424211335
0,gradient_boosting,stable_only,-0.9,0.8936666666666667,0.8935585559957044,0.2555910704033865
0,mlp,stable_only,0.9,0.912,0.9120454469655701,0.2363889163870175
0,mlp,stable_only,0.6,0.906,0.9060179858481927,0.24285934400169285
0,mlp,stable_only,0.3,0.91,0.9099804922842517,0.23776579400775513
0,mlp,stable_only,0.0,0.909,0.909012686312436,0.24692443422337204
0,mlp,stable_only,-0.3,0.9113333333333333,0.9113331757034235,0.2423150531913946
0,mlp,stable_only,-0.6,0.9053333333333333,0.9053339253546462,0.2446539375206011
0,mlp,stable_only,-0.9,0.904,0.9038681734455121,0.24793162239879163
1,logistic_regression,all_features,0.9,0.994,0.9939957838482185,0.022427366171351278
1,logistic_regression,all_features,0.6,0.9003333333333333,0.9003333333333334,0.3181665312861979
1,logistic_regression,all_features,0.3,0.7863333333333333,0.786205419475827,0.8982103238555867
1,logistic_regression,all_features,0.0,0.692,0.6920544758707035,1.452818457576043
1,logistic_regression,all_features,-0.3,0.57,0.5702927748590543,2.1675344957649716
